Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Tip pr. odseka;Tip avt. stevca;Leto roc. (avt.) stetja;Ime stevnega mesta;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.
R3;679;3909;BLANCA-BRESTANICA;16800;21.931;713;O;;06x1;Brestanica;2.257;19;2.068;16;104;39;6;5
R3;680;1223;RIMSKE TOPLICE-JURKLOSTER;0;15.040;;P; ; ; ;600;2;522;6;26;20;8;16
R3;680;1224;JURKLOSTER-DEZNO;0;6.490;;P; ; ; ;260;2;226;5;15;8;2;2
R3;681;4005;LASKO;0;124;;P; ; ; ;9.300;71;8.136;171;519;288;64;51
R3;681;4006;LASKO-BREZE-SENTJUR;0;20.027;187;O;;00x1;Sentrupert;350;2;333;4;6;5;0;0
R3;681;7233;SENTJUR(PODGORA-NOVA V);0;1.271;;P; ; ; ;1.500;44;1.348;36;64;8;0;0
R3;682;1441;LOKE-LEDINSCICA;0;10.080;312;O;;06x4;Ledinscica;207;1;175;5;13;6;2;5
R3;683;1169;LESICNO-GOLOBINJEK;0;10.294;274;O;;06x4;Lesicno;803;11;727;8;36;10;8;3
R3;683;1414;IMENO-MP IMENO;0;1.015;415;O;;05x1;MP Imeno;500;1;488;1;10;0;0;0
R3;684;7460;PRELASKO-BUCE-KOZJE;0;7.384;428;O;;06x4;Buce;909;7;791;13;61;20;12;5
R3;685;7495;TEKACEVO-ROGASKA SLATINA;0;4.114;;P; ; ; ;6.200;28;5.703;47;216;100;56;50
R3;685;7450;RODNE-MP RAJNKOVEC;0;1.733;517;O;;05x4;MP Rajnkovec;700;6;679;6;8;1;0;0
R3;686;1278;TEPANJE-ZICE;0;3.750;;P; ; ; ;1.500;10;1.413;15;48;10;4;0
R3;686;1279;ZICE-KARTUZIJA;0;6.900;;P; ; ; ;70;1;63;4;2;0;0;0
R3;686;1279;KARTUZIJA-DRAMLJE;6900;14.224;;P; ; ; ;55;1;49;3;2;0;0;0
R3;687;7207;DOLE-PONIKVA-LOCE;0;14.140;135;O;;05x4;Hotunje;1.382;16;1.234;7;76;26;19;4
R3;688;1231;SLOV.KONJICE-ZICE;0;4.840;;P; ; ; ;1.550;5;1.449;31;50;10;5;0
R3;688;1418;ZICE;0;670;;P; ; ; ;3.400;5;3.070;15;155;62;62;31
R3;688;1232;ZICE-POLJCANE;0;9.184;317;O;QLD-6 sel; ;Zice;3.889;25;3.503;13;183;64;64;37
R3;688;1233;POLJCANE-MAJSPERK;0;16.270;318;O;;05x4;Makole;1.700;13;1.525;20;80;31;21;10
R3;689;6252;PODLEHNIK-KOZMINCI;0;3.563;;P; ; ; ;500;4;445;7;24;17;1;2
R3;689;6260;KOZMINCI-ROGATEC;0;15.471;481;O;;05x4;Cermozise;500;5;439;9;30;12;2;3
R3;690;1234;MAJSPERK-JUROVCI;0;12.605;145;O;;05x4;Stogovci;550;6;487;9;25;11;11;1
R3;690;1235;TRZEC-VIDEM;0;4.500;;P; ; ; ;1.000;9;803;24;150;14;0;0
R3;690;1235;VIDEM-ZG. LESKOVEC;4500;15.965;521;O;;04x1;MP Leskovec;320;2;276;15;25;2;0;0
R3;691;6251;ZAVRC-DRENOVEC;0;7.280;;P; ; ; ;100;0;93;2;4;1;0;0
R3;692;6223;BORL-MP MEJE;0;7.703;520;O;;04x1;MP Meje;210;0;200;3;6;1;0;0
R3;693;2302;NOVA CERKEV-SOCKA-VITANJE;0;10.320;;P; ; ; ;1.100;5;992;12;48;25;7;11
R3;694;1268;VELENJE-POLZELA;0;12.000;326;O;;04x4;Zaloze;2.200;14;1.946;11;110;60;40;19
R3;694;1268;POLZELA-DOBRTESA VAS;12000;15.392;;P; ; ; ;5.400;20;4.955;25;260;40;35;65
R3;695;8208;POLZELA;0;724;;P; ; ; ;2.200;9;1.953;12;91;83;35;17
R3;695;7951;POLZELA-RECICA;0;5.410;;P; ; ; ;620;3;547;2;30;6;10;22
R3;695;1458;GORENJE-SOTESKA;0;2.710;;P; ; ; ;1.550;6;1.380;8;63;57;24;12
R3;696;7912;VELENJE-SKALE;0;6.538;;P; ; ; ;3.600;25;3.370;7;140;45;7;6
R3;696;7919;SKALE-GRASKA G.-SMIKLAVZ;0;10.710;;P; ; ; ;450;9;400;10;25;1;4;1
R3;696;6904;SL.GRADEC-MISL.DOBRAVA;0;10.440;;P; ; ; ;1.800;20;1.524;8;170;60;9;9
R3;697;5514;NAZARJE-GORNJI GRAD;0;13.979;175;O;;04x1;Smartno ob Dreti;1.190;9;1.077;30;40;25;3;6
R3;698;6505;MEZICA-REHT;0;2.725;552;O;;05x1;MP Mezica;220;10;207;0;3;0;0;0
R3;699;1263;DRAVOGRAD-CRNECE;0;2.500;;P; ; ; ;420;20;389;2;1;8;0;0
R3;699;1263;CRNECE-MP LIBELICE;2500;8.682;672;O;;05x1;MP Libelice;60;2;57;0;0;1;0;0
R3;700;1272;SL.KONJICE-OPLOTNICA;0;6.548;330;O;;06x1;Oplotnica 2;2.194;16;2.045;30;54;28;15;6
R3;700;1273;OPLOTNICA-LOZNICA;0;9.450;331;O;QLD-6; ;Loznica;3.705;18;3.388;31;146;46;59;17
R3;701;1270;RUTA-LOVRENC;0;13.400;328;O;;06x1;Puscava;2.801;11;2.557;35;96;60;14;28
R3;701;1270;LOVRENC-PESEK;13400;18.472;;P; ; ; ;310;0;303;0;4;3;0;0
R3;701;1430;PESEK-ROGLA;0;3.000;327;O;;06x1;Pesek;114;1;105;2;4;0;2;0
R3;701;1430;ROGLA-ZRECE;3000;17.700;704;O;;05x4;Zrece;2.200;10;1.993;33;107;34;17;6
R3;701;1430;ZRECE-ZECE;17700;21.400;711;O;QLD-3; ;Zrece;8.541;22;7.816;102;362;108;73;58
R3;702;2703;DRAVOGRAD-TRBONJE;0;7.900;483;O;;05x1;Trbonje 1;40;0;36;1;3;0;0;0
R3;702;2704;TRBONJE-DRAVCE;0;11.370;484;O;;05x1;Trbonje 2;970;8;896;5;34;15;8;4
R3;702;2704;DRAVCE-VUHRED;11370;13.300;485;O;;05x1;Trbonje 3;960;8;885;7;37;14;7;2
R3;703;6307;MUTA;0;830;;P; ; ; ;1.650;10;1.587;12;20;7;7;7
R3;703;6304;MUTA-GORTINA;0;1.610;;P; ; ; ;1.250;5;1.210;5;15;5;5;5
R3;703;6303;GORTINA-BISTRISKI JAREK;0;6.330;482;O;;03x4;Muta;480;3;456;1;15;3;2;0
R3;704;1353;RADLJE-RIBNICA;0;12.300;378;O;;05x1;Vuhred;700;2;655;12;17;8;4;2
R3;704;1355;RIBNICA-BREZNO;0;10.245;379;O;;05x1;Podvelka;1.050;3;962;8;48;19;3;7
R3;705;1432;RUSE-PUSCAVA;0;10.100;705;O;;04x4;Fala;980;1;910;10;40;9;5;5
R3;706;6301;OZBALT-ZG. KAPLA;0;14.230;486;O;;03x4;Ozbalt;360;1;337;3;12;5;1;1
R3;706;8802;HAJDICEV MLIN-GRADISCE;0;2.400;;P; ; ; ;120;0;112;0;2;6;0;0
R3;707;8801;SP.SELNICA-DUH NA OSTREM VRHU;0;13.285;;P; ; ; ;120;0;112;0;2;6;0;0
R3;708;1330;ZG.KUNGOTA-PLAC;0;5.480;;P; ; ; ;110;0;104;1;3;1;1;0
R3;709;8614;MB (MELJSKA CESTA);0;1.020;;P; ; ; ;1.000;10;910;20;50;5;5;0
R3;709;8615;MB(POBREZJE)-PERNICA;0;6.750;488;O;QLD-5; ;Celestrina;5.961;31;5.533;26;282;46;38;5
R3;710;1292;MARIBOR-DVORJANE;0;11.965;342;O;QLD-3; ;Dogose;12.388;45;11.568;55;448;152;96;24
R3;710;1292;DVORJANE-PTUJ;11965;24.748;438;O;QLD-4; ;Vurberk;4.105;20;3.838;5;147;62;14;19
R3;711;9006;FRAM-RACE;0;2.312;;P; ; ; ;6.000;30;5.325;15;440;100;50;40
R3;711;9014;RACE;0;550;;P; ; ; ;1.640;13;1.507;33;49;22;16;0
R3;711;9013;RACE-KUNGOTA-KIDRICEVO;0;10.888;311;O;;02x4;Brunsvik;2.300;9;2.134;4;120;25;6;2
R3;712;1331;ZIHLAVA-GABERNIK;0;13.000;;P; ; ; ;520;3;468;4;23;14;4;4
R3;712;1331;GABERNIK-ROGOZNICA(PTUJ);13000;21.173;363;O;QLD-5; ;Pacinje;3.298;37;2.888;23;153;108;43;46
R3;713;4910;LJUTOMER-DORNAVA;0;24.800;733;O;;05x1;Savci;830;5;768;10;35;10;1;1
R3;713;4910;DORNAVA-KRIZ.SPUHLJA;24800;28.500;;P; ; ; ;3.800;40;3.527;15;150;45;15;8
R3;713;4910;KRIZ.SPUHLJA-PTUJ;28500;31.230;;P; ; ; ;5.000;45;4.315;40;350;115;65;70
R3;714;1293;VIDEM-RADENCI;0;10.353;343;O;;02x4;Okoslavci;950;7;854;16;59;10;3;1
R3;715;5645;M.SOBOTA-LEMERJE;0;8.500;490;O;;06x4;Lemerje 3;985;3;898;6;51;15;7;5
R3;715;5645;LEMERJE-SKAKOVCI;8500;14.150;491;O;;06x4;Lemerje 2;2.488;8;2.292;25;109;29;17;8
R3;716;5637;LEMERJE-GRAD;0;11.210;489;O;;06x4;Lemerje 1;1.708;4;1.576;23;74;18;9;4
R3;716;5640;GRAD;0;1.450;;P; ; ; ;650;4;593;10;20;21;2;0
R3;716;5630;GRAD-KUZMA;0;4.695;;P; ; ; ;510;3;466;8;15;16;2;0
R3;717;1297;CANKOVA;0;822;;P; ; ; ;350;4;336;0;10;0;0;0
R3;717;5614;CANKOVA-GERLINCI;0;5.200;;P; ; ; ;100;1;92;1;2;3;1;0
R3;717;5615;KOROVCI;0;420;;P; ; ; ;80;0;80;0;0;0;0;0
R3;717;5616;GERLINCI;0;355;;P; ; ; ;50;0;50;0;0;0;0;0
R3;718;5620;PERTOCA-FIKSINCI;0;4.688;;P; ; ; ;50;0;45;1;2;2;0;0
R3;718;5619;FIKSINCI;0;984;;P; ; ; ;25;0;23;0;1;1;0;0
R3;719;5621;ROGASOVCI-KRAMAROVCI;0;2.953;;P; ; ; ;50;0;45;1;2;2;0;0
R3;719;5622;KRAMAROVCI;0;630;;P; ; ; ;50;0;50;0;0;0;0;0
R3;720;5624;SOTINA;0;2.266;;P; ; ; ;50;0;50;0;0;0;0;0
R3;721;1317;PETROVCI-KUZMA;0;16.360;356;O;;01x1;Dolic;900;1;842;13;43;1;0;0
R3;721;1317;KUZMA-MP KUZMA;16360;19.748;;P; ; ; ;1.300;6;1.241;2;35;6;3;7
R3;722;1446;MP MARTINJE-MARTINJE;0;310;524;O;;04x1;MP Martinje;60;0;58;0;2;0;0;0
R3;723;5691;SALOVCI-CEPINCI;0;6.638;;P; ; ; ;150;1;140;2;3;2;2;0
R3;723;5657;CEPINCI-MEJA MADZARSKA;0;2.524;;P; ; ; ;100;0;100;0;0;0;0;0
R3;724;5693;HODOS-DOMANJSEVCI;0;5.055;;P; ; ; ;100;0;95;1;2;1;1;0
R3;724;5694;DOMANJSEVCI;0;1.060;;P; ; ; ;100;0;95;1;2;1;1;0
R3;724;5661;DOMANJSEVCI-BERKOVCI;0;3.770;;P; ; ; ;100;0;95;1;2;1;1;0
R3;724;4210;BERKOVCI-KOBILJE;0;12.943;;P; ; ; ;320;1;301;4;6;4;3;1
R3;725;5672;MARTJANCI-SEBEBORCI;0;3.167;;P;;;;2.000;25;1.876;20;70;1;7;1
R3;725;5677;SEBEBORCI-TRAKSAROV BREG;0;3.973;;P; ; ; ;1.000;7;927;9;41;15;1;0
R3;725;5678;TRAKSAROV BREG- FOKOVCI;0;440;;P; ; ; ;500;3;463;5;21;8;0;0
R3;725;5668;FOKOVCI-PROSENJAKOVCI;0;7.595;492;O;;06x4;Fokovci;789;13;730;9;29;6;1;1
R3;726;1321;RENKOVCI-CRENSOVCI;0;8.240;359;O;;06x4;Turnisce;2.464;12;2.214;29;111;43;23;32
R3;726;1322;CRENSOVCI-RAZKRIZJE;0;6.210;360;O;QLD-6; ;Sr. Bistrica;2.397;22;1.973;15;132;44;48;163
R3;726;1324;STROCJA VAS-PAVLOVCI;0;13.277;140;O;;05x1;Miklavz;1.000;10;910;10;30;17;20;3
R3;727;1326;RAZKRIZJE-MEJA RH;0;475;;P; ; ; ;450;2;438;0;10;0;0;0
R3;728;1148;SKOFLJICA-IG;0;5.325;161;O;;04x4;Ig;320;1;233;0;35;15;25;11
R3;728;4815;IG-RAKITNA;0;19.440;158;O;;04x4;Rakitna;40;1;36;1;1;1;0;0
R3;729;4206;HOTIZA-VELIKA POLANA;0;3.317;;P; ; ; ;900;16;803;12;45;18;5;1
R3;729;4207;VELIKA POLANA-LIPA-BELTINCI;0;8.781;;P; ; ; ;1.700;6;1.569;20;60;10;15;20
R3;730;4104;ZICE-SV.ANA-ZG.SCAVNICA;0;5.835;;P; ; ; ;1.100;5;1.020;15;40;8;7;5
R3;730;4105;ZG.SCAVNICA-DRAZEN VRH;0;2.235;;P; ; ; ;150;0;141;2;3;2;1;1
R3;731;8209;POLZELA-PARIZLJE;0;1.050;;P; ; ; ;2.000;30;540;40;300;400;250;440
R3;731;8209;PARIZLJE-BRASLOVCE-M.BRASLOVCE;1050;3.919;;P; ; ; ;1.500;15;1.183;7;90;100;50;55
R3;732;8215;PONDOR-TABOR;0;2.388;;P; ; ; ;500;2;443;3;21;19;8;4
R3;732;8259;TABOR-OJSTRISKA VAS-KAPLA;0;1.645;;P; ; ; ;300;1;267;2;12;11;5;2
R3;733;5831;VAVTA VAS-DOL.TOPLICE;0;4.560;298;O;QLD-3; ;Dolenjske Toplice;3.995;12;3.684;30;119;82;26;42
R3;733;5831;DOL.TOPLICE-PODTURN;4560;6.290;;P; ; ; ;1.890;8;1.786;8;50;15;7;16
R3;734;4123;CERKVENJAK-VITOMARCI;0;5.733;;P; ; ; ;150;1;131;1;6;4;3;4
R3;734;4121;VITOMARCI-GABRNIK;0;6.397;;P; ; ; ;150;1;131;1;6;4;3;4
R3;735;6314;MUTA-VUZENICA;0;445;;P; ; ; ;720;4;664;3;28;11;8;2
R3;737;9017;RACE-SIKOLE;0;5.789;;P; ; ; ;1.600;10;1.384;1;100;45;20;40
R3;738;6727;TRZISCE-HOTEMEZ;0;14.480;;P; ; ; ;620;1;600;1;7;10;1;0
R3;739;6219;JANEZOVSKI VRH-DESTRNIK;0;2.165;;P; ; ; ;690;5;616;30;35;1;3;0
R3;740;1398;M.SOBOTA(GAJ)-M.SOBOTA;0;2.772;;P; ; ; ;7.300;24;6.596;80;350;100;70;80
R3;741;1489;SKOFIJE MP;0;478;;P; ; ; ;290;6;257;2;17;0;2;6
R3;741;0235;MP SKOFIJE-SKOFIJE;0;1.000;;P; ; ; ;1.400;10;1.351;3;30;0;1;5
R3;741;0235;SKOFIJE-R.SKOFIJE;1000;2.055;686;O;QLD-5; ;Spodnje Skofije;7.132;67;6.862;26;50;82;37;8
R3;741;1487;DEKANI-PRIKLJ. LUKA KOPER;0;1.139;;P; ; ; ;900;2;888;0;10;0;0;0
R3;742;4806;PODPEC-VNANJE GORICE;0;4.390;;P; ; ; ;5.000;20;4.395;20;250;150;140;25
R3;742;4806;VNANJE GORICE-BREZOVICA;4390;6.911;;P; ; ; ;7.000;25;6.170;20;400;200;150;35
R3;744;2346;STORE-LASKA VAS;0;2.210;;P; ; ; ;1.400;20;1.315;10;40;10;5;0
R3;744;2346;LASKA VAS-SVETINA;2210;8.400;;P; ; ; ;700;5;655;10;15;10;5;0
R3;744;2346;SVETINA-BRSTNIK;8400;13.600;;P; ; ; ;100;1;92;2;5;0;0;0
R3;744;2346;BRSTNIK-LASKO;13600;16.958;;P; ; ; ;2.100;25;1.543;2;260;150;100;20
RT;901;1001;RATECE-PLANICA;0;2.000;;P; ; ; ;110;4;106;0;0;0;0;0
RT;902;1019;STRMEC-MANGART;0;11.710;;P; ; ; ;40;15;25;0;0;0;0;0
RT;903;1021;IDRSKO-LIVEK;0;6.960;39;O;;05x1;Livek;100;2;94;0;4;0;0;0
RT;904;1093;JEZERO-ZLATOROG;0;4.200;240;O;;02x4;Bohinjsko jezero;1.350;29;1.175;50;75;12;8;1
RT;904;1093;ZLATOROG-SAVICA;4200;8.200;;P; ; ; ;270;3;259;6;1;1;0;0
RT;905;1095;GORJE-KRNICA;0;2.160;;P; ; ; ;2.050;11;1.926;27;49;29;5;3
RT;905;1096;KRNICA-ZATRNIK;0;4.000;236;O;;06x4;Krnica;764;14;692;3;42;8;3;2
RT;905;1096;ZATRNIK-MRZLI STUDENEC;4000;9.181;;P; ; ; ;530;25;463;3;7;7;4;21
RT;905;1097;MRZLI STUDENEC-JEREKA;0;16.392;;P; ; ; ;100;4;74;4;4;4;0;10
RT;906;1100;MRZLI STUD.-RUDNO POLJE;0;6.100;;P; ; ; ;85;0;80;2;2;1;0;0
RT;907;1101;KRNICA-ZG.RADOVNA;0;11.756;;P; ; ; ;180;5;160;0;7;6;2;0
RT;907;1102;ZG.RADOVNA-DOVJE;0;6.400;;P; ; ; ;230;1;214;6;5;3;0;1
RT;908;1383;KRAJE-MOJSTRANA;0;2.000;;P; ; ; ;1.100;10;974;40;40;30;6;0
RT;908;1383;MOJSTRANA-VRATA;2000;11.600;;P; ; ; ;200;0;188;4;4;4;0;0
RT;909;1125;BOH.BISTRICA-VRESJE;0;8.260;253;O;;04x4;Nemski Rovt;610;19;547;0;35;1;0;8
RT;909;1128;VRESJE-SORICA;0;9.342;;P; ; ; ;150;2;139;2;5;2;0;0
RT;909;1129;SORICA-PETROVO BRDO;0;4.250;;P; ; ; ;200;45;142;0;10;0;3;0
RT;910;1130;SORICA-PODROST;0;5.339;;P; ; ; ;420;50;337;10;11;8;0;4
RT;911;1123;RUDNO-ROVTARICA;0;11.510;;P; ; ; ;340;2;304;0;21;3;3;7
RT;911;1124;ROVTARICA-VRESJE;0;7.789;;P; ; ; ;12;0;10;0;2;0;0;0
RT;912;7302;ZALI LOG-DAVCA;0;7.856;;P; ; ; ;410;15;384;3;3;3;2;0
RT;912;7350;DAVCA-NOVAKI;0;3.065;;P; ; ; ;515;10;484;4;10;4;3;0
RT;912;3105;NOVAKI-CERKNO;0;10.153;;P; ; ; ;720;15;674;6;15;6;4;0
RT;913;6105;POSTOJNA-MOTEL ERAZEM;0;6.130;701;O;;01x1;Zagon;1.450;21;1.356;15;41;10;2;5
RT;913;6101;ERAZEM-VRHI;0;865;;P; ; ; ;300;6;276;4;8;2;0;4
RT;913;6110;VRHI-BUKOVJE;0;1.940;;P; ; ; ;200;4;184;3;5;2;0;2
RT;913;6109;BUKOVJE-PREDJAMA;0;1.716;;P; ; ; ;150;3;138;3;4;1;0;1
RT;914;1372;POSTOJNA-RAKOV.SKOC.;0;4.081;;P; ; ; ;2.000;21;1.726;44;119;68;12;10
RT;914;2402;RAKOV SKOCJAN-PODSKRAJNIK;0;7.085;152;O;;05x4;Zelse;140;1;126;4;6;1;1;1
RT;915;1376;IL.BISTRICA-GRDA DRAGA;0;21.260;;P; ; ; ;430;4;395;0;4;10;15;2
RT;915;2427;GRDA DRAGA- PUDOB;0;28.100;498;O;;04x1;Kozarisce;16;1;14;0;0;0;0;1
RT;916;3653;DRAGARJI-MEDVEDJEK-DRAGA;0;17.209;;P; ; ; ;30;1;26;1;2;0;0;0
RT;917;3602;KOCEVJE-ZELJNE;0;2.923;;P; ; ; ;820;2;765;2;30;10;10;1
RT;917;3621;ZELJNE-ROG-BAZA-PODTURN;0;28.884;467;O;;05x1;Zeljne;75;1;68;0;2;0;2;2
RT;918;3652;KOT-GRGELJ;0;12.314;;P; ; ; ;50;1;44;1;4;0;0;0
RT;918;3617;GRGELJ-FARA;0;11.100;;P; ; ; ;50;1;44;1;4;0;0;0
RT;919;1341;PODZEMELJ-DOLENJCI;0;9.450;372;O;;05x1;Krasinec;750;4;680;14;37;13;1;1
RT;919;1466;ZUNICI-VINICA;0;10.340;373;O;;05x1;Vinica 1;460;5;409;5;29;4;5;3
RT;919;1343;VINICA-STARI TRG;0;20.220;374;O;;05x1;Vinica 2;160;2;147;5;6;0;0;0
RT;920;5899;VAHTA-GABRJE;0;22.745;;P; ; ; ;30;1;27;0;1;0;1;0
RT;921;4306;KANDRSE-VACE-SP.HOTIC;0;7.616;181;O;;01x1;Vace;970;8;875;10;43;18;14;2
RT;922;1455;GRAD-KRVAVEC;0;2.433;496;O;;05x4;Cerklje;930;4;876;6;28;8;6;2
RT;923;1087;STAHOVICA-KAM.BISTRICA;0;8.210;;P; ; ; ;100;1;92;1;2;3;1;0
RT;924;3559;PODLOM-KR.RAK;0;4.540;169;O;;04x1;Kalise;190;4;173;0;9;1;3;0
RT;924;3559;KR.RAK-LUCE;4540;15.971;;P; ; ; ;150;2;137;0;7;4;0;0
RT;926;5501;SOLCAVA-PODOLSEVA-SLEME;0;10.425;;P; ; ; ;40;0;36;1;1;1;1;0
RT;926;6519;SLEME-KOPRIVNA;0;5.917;;P; ; ; ;50;0;44;1;2;1;2;0
RT;926;6506;KOPRIVNA-CRNA;0;7.980;477;O;;01x1;Pristava;900;6;796;13;27;23;27;8
RT;927;5502;ZIBOVT-SV.DUH-PODOLSEVA;0;10.345;;P; ; ; ;40;0;36;1;1;1;1;0
RT;928;1253;MOZIRJE-GOLTE;0;4.350;;P; ; ; ;520;26;479;4;4;4;3;0
RT;929;1332;HOCE-POHORSKA VZPENJACA;0;16.575;495;O;QLD-5; ;Hocko Pohorje;1.320;20;1.164;14;60;30;24;8
RT;929;1409;ODCEP ZA AREH;0;4.950;;P; ; ; ;510;4;469;10;15;7;5;0
RT;929;7070;AREH-LUKANJA;0;20.920;;P; ; ; ;40;0;34;0;2;2;2;0
RT;930;7065;PESEK-OPLOTNICA;0;18.820;;P; ; ; ;150;0;133;3;4;4;4;2
RT;931;1354;RIBNICA-RIBNISKA KOCA;0;9.710;;P; ; ; ;120;0;114;2;2;1;1;0
RT;932;6924;SL.GRADEC-SPOLE;0;4.500;;P; ; ; ;1.260;3;1.223;4;19;11;0;0
RT;932;6924;SPOLE-PUNGART;4500;15.352;;P; ; ; ;220;0;215;0;3;2;0;0
RT;933;1193;BREG - LISCA;0;4.650;454;O;;06x1;Breg 1;531;5;496;2;19;4;5;0
RT;933;1193;LISCA-JURKLOSTER;4650;12.186;287;O;;06x4;Jurkloster;288;5;244;11;16;6;5;1
RT;934;6838;SEZANA-LIPICA;0;3.494;57;O;;05x4;Lokev 1;2.520;24;2.332;20;98;27;9;10
RT;934;6840;LIPICA-LOKEV;0;4.139;75;O;;05x4;Lokev 2;1.180;8;1.072;6;59;19;8;8
RT;935;9042;FRAM-CESTNIK-AREH;0;13.900;;P; ; ; ;50;0;48;1;1;0;0;0
RT;936;1063;COL-PREDMEJA;0;14.523;223;O;;04x1;Malo Polje;600;0;562;3;30;3;2;0
RT;937;8710;BRESTRNICA-GAJ-SV. JURIJ;0;14.162;;P; ; ; ;50;0;47;0;1;2;0;0
RT;938;2503;CERMOSNJICE-KOMARNA V.-GRICICE;0;6.317;;P; ; ; ;50;3;44;0;2;1;0;0
