Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;TIP;
RT;929;1332;SP.HOCE - ZG.HOCE;0;3.300;912;Spodnje Hoce;QLD;4.375;45;4.002;26;242;25;26;5;4;35;PLDP;
RT;929;1332;ZG. HOCE - POHORSKA VZPENJACA;3.300;16.575;495;Hocko Pohorje;QLD5;1.241;27;1.107;10;61;15;18;1;2;18;PLDP;
RT;929;1409;ODCEP ZA AREH ;0;4.950; ; ;P;510;4;469;10;15;7;5;0;0;8;PLDP;
RT;929;7070;AREH-SUMIK - OSANKARICA-LUKANJA;0;20.920; ; ;P;40;0;34;0;2;2;2;0;0;1;PLDP;
RT;930;7065;PESEK - LUKANJA;0;9.450; ; ;P;160;2;138;3;5;4;4;2;2;7;PLDP;
RT;930;7065;LUKANJA - OPLOTNICA;9.450;18.820;459;Oplotnica;R 11x4;910;12;797;4;57;25;10;3;2;15;PLDP;
RT;931;1354;RIBNICA - RIBNISKA KOCA;0;9.710; ; ;P;120;0;114;2;2;1;1;0;0;2;PLDP;
RT;932;6924;SL.GRADEC - SPOLE;0;4.500; ; ;P;1.260;3;1.223;4;19;11;0;0;0;4;PLDP;
RT;932;6924;SPOLE - PUNGART;4.500;15.352; ; ;P;220;0;215;0;3;2;0;0;0;0;PLDP;
RT;933;1193;BREG  -  LISCA;0;4.650;454;Breg 1;R 09x4;500;9;448;2;19;17;4;0;1;7;PLDP;
RT;933;1193;LISCA - JURKLOSTER;4.650;12.186;287;Jurkloster;R 10x4;360;3;319;4;16;13;3;2;0;7;PLDP;
RT;934;6838;SEZANA - LIPICA;0;3.494;57;Sezana 2;QLD5;2.267;49;2.114;8;45;38;7;4;2;18;PLDP;
RT;934;6840;LIPICA - LOKEV;0;4.139;75;Lokev 2;R 10x4;1.360;26;1.227;6;58;23;11;2;7;18;PLDP;
RT;935;9042;FRAM - KOPIVNIK;0;3.600;510;Kopivnik;R 11x4;655;3;576;2;54;14;6;0;0;7;PLDP;
RT;935;9042;KOPIVNIK - CESTNIK-AREH;3.600;13.900; ; ;P;50;2;46;1;1;0;0;0;0;0;PLDP;
RT;936;1063;COL - PREDMEJA;0;14.523;223;Malo Polje;R 04x1;600;0;562;3;30;3;2;0;0;3;PLDP;
RT;937;8710;BRESTRNICA - GAJ-SV. JURIJ;0;14.162; ; ;P;50;0;47;0;1;2;0;0;0;0;PLDP;
RT;938;2503;CERMOSNJICE - KOMARNA V.-GRICICE;0;6.317; ; ;P;50;3;44;0;2;1;0;0;0;0;PLDP;
RT;940;1018;MATAVUN - VREME;0;3.707;207;Vreme;R 11x4;840;13;748;3;54;17;4;1;0;7;PLDP;
RT;940;3214;ZAVRHEK - ARTVIZE-;0;14.830;589;Zavrhek;R 11x4;490;2;449;1;29;7;1;1;0;3;PLDP;
RT;940;3214;ARTVIZE - PREGARJE;14.830;23.588;593;Pregarje-4;R 08x1;240;1;218;1;16;2;0;1;1;2;PLDP;
RT;940;3213;PREGARJE - HARIJE;0;7.696;591;Pregarje-2;R 08x1;510;9;466;1;27;2;3;1;1;4;PLDP;
RT;941;1541;GRABONOS - RADENCI;0;7.399;343;Kapelski Vrh;QLD;1.955;39;1.662;11;85;100;43;7;8;56;PLDP;
