Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;TIP
R1;206;1043;RUSKA CESTA (ERIKA - VRSIC);0;8.978;;;P;330;60;225;5;25;9;5;1;0;7;PLDP
R1;206;1028;VRSIC - TRENTA;0;8.960;197;Vrsic;QLD5;348;96;217;2;23;4;5;1;0;5;PLDP
R1;206;1029;TRENTA - BOVEC;0;22.141;198;Koritnica;QLD5;1.078;110;833;6;95;16;16;1;1;15;PLDP
R1;207;1057;GODOVIC - CRNI VRH;0;6.871;105;Godovic;QLD6;1.657;29;1.390;11;117;23;34;28;25;59;PLDP
R1;207;1058;CRNI VRH - COL;0;9.602;;;P;1.330;25;1.075;10;110;20;35;30;25;60;PLDP
R1;207;1413;COL - AJDOVSCINA;0;8.696;427;Budanje;QLD6;2.452;39;2.114;6;151;35;47;31;29;71;PLDP
R1;208;1434;CRNI KAL  -  KORTINE;0;2.236;748;Crni Kal;QLD;2.935;158;2.479;25;167;43;51;3;9;52;PLDP
R1;208;1059;KORTINE - GRACISCE;0;8.555;2;Kubed;QLD6;2.390;52;2.156;11;138;19;9;1;4;16;PLDP
R1;208;1060;GRACISCE - SOCERGA;0;5.000;151;Gracisce;R 08x1;2.500;50;2.312;15;100;15;5;1;2;14;PLDP
R1;208;1060;SOCERGA  -  MP  SOCERGA;5.000;8.453;502;MP Socerga;QLD;1.678;50;1.509;6;100;8;3;1;1;7;PLDP
R1;208;1149;RIZANA - KORTINE;0;1.950;771;Kortine;R 10x4;1.900;55;1.610;18;150;35;25;2;5;32;PLDP
R1;209;1088;LESCE - BLED;0;3.604;109;Bled;QLTC8;18.837;198;17.017;203;1.172;113;73;20;41;149;WIM
R1;209;1089;BLED - PRISTAVA;0;2.200;190;Bled jezero;QLD;6.701;142;5.795;110;448;69;88;22;27;135;PLDP
R1;209;1089;PRISTAVA - SOTESKA;2.200;10.530;110;Bohinjska Bela;QLD6;3.860;80;3.328;49;309;25;33;18;18;65;PLDP
R1;209;1090;SOTESKA - BITNJE;0;8.510;;;P;3.650;70;3.259;50;190;25;30;10;16;58;PLDP
R1;209;1091;BITNJE - BOH.BISTRICA;0;1.340;;;P;3.200;55;2.873;60;155;20;20;7;10;50;PLDP
R1;209;1092;BOH.BISTRICA - JEZERO;0;6.200;255;Ribcev Laz;QLD3;2.633;24;2.370;62;139;15;11;3;9;42;PLDP
R1;210;1105;MP ZG.JEZERSKO - ZG.JEZERSKO;0;6.850;661;MT Jezersko;QLD;240;19;200;1;13;3;3;1;0;3;PLDP
R1;210;1105;ZG.JEZERSKO - SP.JEZERSKO;6.850;10.345;;;P;810;25;742;10;15;10;5;1;2;11;PLDP
R1;210;1106;SP. JEZERSKO - PREDDVOR;0;15.585;242;Kokra;QLD5;1.065;68;907;13;15;23;32;2;5;21;WIM
R1;210;1107;PREDDVOR - KR(PRIMSKOVO);0;8.440;249;Visoko;QLD;5.671;9;5.192;44;304;45;49;12;16;70;DIST
R1;210;1108;KR(PRIMSKOVO - LABORE);0;2.600;244;KR Primskovo 2;QLTC8;18.000;83;16.143;26;1.220;172;100;70;186;255;DIST
R1;210;1109;KRANJ - SKOFJA LOKA;0;7.770;111;Dorfarje;QLTC8;12.529;93;10.970;73;933;150;125;74;111;247;WIM
R1;210;1077;SKOFJA LOKA;0;930;107;Skofja Loka;QLTC8;23.700;140;21.201;245;1.546;236;192;75;65;335;DIST
R1;210;1110;SK.LOKA - GORENJA VAS;0;16.372;112;Zminec;QLD6;6.925;64;6.080;41;501;65;115;29;30;108;WIM
R1;210;1111;GORENJA VAS - TREBIJA;0;4.877;408;Hotavlje;QLD5;3.677;60;3.122;39;271;62;100;12;11;93;DIST
R1;210;1112;TREBIJA - SOVODENJ;0;5.880;409;Trebija;QLD3;1.278;22;1.107;7;74;22;31;7;8;32;DIST
R1;210;1113;SOVODENJ - CERKNO;0;11.884;;;P;1.020;20;865;5;65;25;25;7;8;29;DIST
R1;210;1114;CERKNO - ZELIN;0;4.200;102;Cerkno;QLD6;2.582;37;2.259;54;159;28;27;7;11;53;DIST
R1;210;1078;SKOFJA LOKA - JEPRCA;0;6.170;106;Godesic;QLTC8;12.438;79;10.732;69;993;187;118;100;160;337;WIM
R1;211;0211;KR(LABORE) - JEPRCA;0;8.150;625;Meja pri Kranju;QLD6;7.392;64;6.595;114;436;64;55;25;39;129;PLDP
R1;211;0212;JEPRCA - MEDVODE;0;3.650;52;Medvode;QLTC10;16.009;117;13.819;181;1.196;251;120;103;222;390;DIST
R1;211;0212;MEDVODE - STANEZICE;3.650;8.000;643;Medno;QLTC8;21.246;141;18.586;243;1.440;273;157;135;271;473;WIM
R1;211;0212;STANEZICE  - LJ( SENTVID);8.000;8.814;;;P;22.600;140;19.920;300;1.250;390;190;140;270;551;DIST
R1;212;1115;PRIKLJUCEK UNEC-UNEC;0;781;;;P;9.300;60;8.025;35;620;160;120;95;185;262;DIST
R1;212;1116;UNEC - RAKEK;0;2.160;909;Rakek 2;QLTC10;7.422;74;6.224;38;611;121;84;80;190;251;DIST
R1;212;1117;RAKEK - CERKNICA;0;3.980;245;Rakek;QLTC10;8.546;79;7.281;50;649;130;95;76;186;240;DIST
R1;212;1118;CERKNICA - BL.POLICA;0;10.851;246;Grahovo;QLD6;4.816;45;4.179;29;299;45;68;57;94;139;WIM
R1;212;1119;BL.POLICA - SODRAZICA;0;17.183;247;Nova vas;QLD6;2.579;46;2.215;11;157;24;36;34;56;72;DIST
R1;212;1120;SODRAZICA - ZLEBIC;0;5.770;248;Zamostec;QLD*;2.594;34;2.181;10;189;36;49;36;59;95;DIST
R1;213;1365;BLOSKA POLICA - PUDOB;0;8.200;386;Stari trg;QLD6;3.114;30;2.833;33;112;16;24;29;37;70;PLDP
R1;213;1366;PUDOB - BABNO POLJE;0;10.357;384;MP Babno Polje;QLD5;491;14;441;8;2;7;4;6;9;16;PLDP
R1;214;1156;KOCEVJE - STARI LOG;0;11.670;;;P;1.000;50;805;5;70;20;20;15;15;35;PLDP
R1;214;1157;STARI LOG - DVOR;0;14.405;268;Smuka;QLD6;1.173;42;968;4;93;12;18;18;18;36;PLDP
R1;215;1491;PRIKLJ. TREBNJE V - GRM;0;615;;;P;4.500;15;3.915;25;300;60;85;40;60;128;PLDP
R1;215;1490;GRM - TREBNJE;0;2.828;;;P;5.500;30;4.825;30;340;80;90;50;55;139;PLDP
R1;215;1506;TREBNJE(ODRGA - KAMNA GORICA);0;360;;;P;7.800;90;6.865;35;430;120;100;50;110;189;PLDP
R1;215;1162;TREBNJE - MIRNA;0;6.290;903;Dol pri Trebnjem;QLD*;6.538;24;5.738;24;485;65;81;46;75;185;WIM
R1;215;1162;MIRNA - MOKRONOG;6.290;14.042;270;Bistrica;QLD6;4.451;28;3.884;19;298;47;78;35;62;117;DIST
R1;215;1163;MOKRONOG - BOSTANJ;0;18.421;448;Jelovec;QLD6;2.401;23;1.990;9;190;36;63;35;55;80;WIM
R1;216;1367;IVANCNA GORICA - KRKA;0;6.805;387;Mrzlo Polje;QLD6;6.668;34;6.024;31;365;56;73;38;47;72;WIM
R1;216;1175;KRKA - ZUZEMBERK;0;13.435;277;Zagradec;QLD6;2.841;31;2.496;18;165;26;36;32;37;74;DIST
R1;216;1158;ZUZEMBERK - DVOR;0;4.270;278;Mackovec pri Dvoru;QLD5;2.881;44;2.459;34;154;64;52;33;41;100;DIST
R1;216;1176;DVOR - SOTESKA;0;5.550;163;Dvor;QLD5;4.048;46;3.516;46;195;61;86;49;49;136;DIST
R1;216;1177;SOTESKA - CRMOSNJICE;0;14.355;279;Podturn;QLD6;2.931;26;2.553;13;206;29;37;32;35;72;DIST
R1;216;1178;CRMOSNJICE - RUCETNA VAS;0;9.600;737;Srednja vas;R 09x4;2.500;20;2.105;15;210;25;50;35;40;86;DIST
R1;216;1178;RUCETNA VAS - CRNOMELJ;9.600;15.306;280;Lokve;QLD6;5.805;31;5.239;22;333;37;68;31;44;55;WIM
R1;217;1208;LIVOLD - BREZOVICA;0;16.230;466;Rajndol;QLD5;637;9;547;3;32;22;14;4;6;30;WIM
R1;217;1209;BREZOVICA - DOBLICE;0;17.000;299;Brezovica pri Predgradu;R 09x1;60;5;37;3;10;5;0;0;0;2;PLDP
R1;217;1209;DOBLICE - KANIZARICA;17.000;19.930;300;Blatnik;QLD;1.413;2;1.298;6;69;17;15;4;2;17;PLDP
R1;218;1211;METLIKA - PODZEMELJ;0;5.460;450;Podzemelj 3;R 09x4;3.600;30;3.295;25;135;60;20;15;20;56;PLDP
R1;218;1212;PODZEMELJ - CRNOMELJ;0;8.950;302;Podzemelj;QLD6;3.262;22;2.940;20;172;26;39;18;25;60;PLDP
R1;218;1152;CRNOMELJ ;0;730;;;P;10.800;35;10.090;40;380;150;50;25;30;106;PLDP
R1;218;1213;CRNOMELJ - KANIZARICA;0;2.215;308;Kanizarica;QLD6;6.094;34;5.564;24;317;49;61;18;27;79;PLDP
R1;218;1214;KANIZARICA - VINICA;0;15.535;303;Dragatus;QLD;2.528;22;2.262;22;117;32;56;7;10;36;WIM
R1;218;1153;VINICA ;0;160;;;P;1.850;25;1.727;25;30;20;15;5;3;27;PLDP
R1;218;1215;VINICA - MOST CEZ KOLPO;0;850;154;MP Vinica;QLD;956;20;888;2;40;2;2;2;0;5;PLDP
R1;219;1236;SL.BISTRICA - POLJCANE;0;8.496;125;Zg.Breznica;QLD*;5.005;39;4.302;18;341;71;88;52;94;157;DIST
R1;219;1410;POLJCANE ;0;700;;;P;6.100;35;5.225;30;380;150;140;55;85;228;DIST
R1;219;1237;POLJCANE - PODPLAT;0;9.189;126;Podplat;QLD6;4.080;29;3.432;15;290;57;117;58;82;148;WIM
R1;219;1239;MESTINJE - GOLOBINJEK;0;14.779;128;Podcetrtek;QLD6;5.146;38;4.484;23;342;56;75;47;81;138;DIST
R1;219;1240;GOLOBINJEK - BISTRICA;0;8.996;412;Lastnic;QLD5;2.071;24;1.686;21;147;63;37;36;57;98;DIST
R1;219;1421;BISTRICA OB SOTLI;0;720;;;P;3.600;25;3.140;40;190;75;40;35;55;111;DIST
R1;219;1241;BISTRICA - BIZELJSKO;0;6.805;413;Bizeljsko;QLD6;1.886;22;1.534;9;161;29;44;35;52;86;DIST
R1;219;1242;BIZELJSKO - BREZICE;0;16.000;129;Bukosek;QLD6;3.097;19;2.767;7;170;22;34;33;45;64;WIM
R1;219;1242;BREZICE - CATEZ;16.000;17.570;366;Brezice;QLTC10;11.585;69;10.326;77;743;116;95;52;107;203;DIST
R1;219;1480;CATEZ OB SAVI ;0;1.188;;;P;4.900;70;4.110;65;375;95;80;25;80;142;DIST
R1;220;1334;KRSKO - SP.POHANCA;0;7.200;367;Dolenja vas;QLD6;5.571;37;5.034;42;287;37;72;28;34;54;WIM
R1;220;1334;SP.POHANCA - BREZICE;7.200;12.715;738;Spodnja Pohanca;QLD6;4.742;30;4.329;25;226;31;51;18;32;74;DIST
R1;221;1227;TROJANE - IZLAKE;0;6.652;314;Izlake;QLD6;6.027;43;5.335;46;413;34;49;33;74;115;WIM
R1;221;1218;IZLAKE - ZAGORJE;0;6.474;306;Kisovec;QLTC10;8.238;57;7.374;63;494;68;43;27;112;106;DIST
R1;221;1219;ZAGORJE - BEVSKO;0;5.358;307;Bevsko;QLD6;3.135;22;2.870;50;156;12;15;8;2;37;PLDP
R1;221;1220;BEVSKO - TRBOVLJE;0;3.123;582;Trbovlje;QLD*;11.453;84;10.606;124;471;59;53;25;31;126;PLDP
R1;221;1221;TRBOVLJE-BOBEN - HRASTNIK;0;8.815;309;Hrastnik;R 08x4;500;35;438;2;20;3;2;0;0;2;DIST
R1;221;1222;HRASTNIK - SMARJETA;0;9.650;310;Marno;QLD6;4.425;29;3.799;37;260;57;116;24;103;128;WIM
R1;222;1228;ZAGORJE - MOST CEZ SAVO;0;1.885;583;Zagorje-most;QLD6;7.562;48;6.799;83;392;60;63;35;82;159;WIM
R1;223;1229;BEVSKO - MOST CEZ SAVO;0;1.220;127;Trbovlje 2;QLD*;9.449;70;8.590;83;481;67;86;20;52;137;DIST
R1;224;1230;HRASTNIK - MOST CEZ SAVO;0;1.500;584;Hrastnik 2;QLTC10;7.397;60;6.545;64;425;86;82;22;113;170;PLDP
R1;225;1140;MENGES - DUPLICA;0;3.244;259;Smarca;QLTC10;10.468;65;9.403;22;706;98;67;26;81;126;DIST
R1;225;1359;DUPLICA - KAMNIK;0;3.793;362;Kamnik;QLTC10;15.798;111;14.168;34;1.021;154;112;35;163;304;WIM
R1;225;1424;KAMNIK - MEKINJE;0;700;;;P;7.000;55;6.195;35;330;110;100;35;140;175;DIST
R1;225;1083;KAMNIK (MEKINJE) - SP.  STRANJE;0;2.000;231;Kamnik Fuzine;QLD*;5.475;73;4.714;41;325;62;90;30;140;202;WIM
R1;225;1083;SP.  STRANJE - STAHOVICA;2.000;4.270;;;P;4.260;65;3.675;35;220;110;80;30;45;124;PLDP
R1;225;1084;STAHOVICA - CRNIVEC;0;10.615;233;Crna;R 08x4;2.150;35;1.823;15;130;90;35;10;12;19;WIM
R1;225;1085;CRNIVEC - GORNJI GRAD;0;12.200;237;Tirosek;QLD6;806;22;672;9;64;7;17;7;8;23;DIST
R1;225;1085;GORNJI GRAD - RADMIRJE;12.200;17.571;234;Gornji Grad;QLD;1.928;1;1.726;7;126;18;30;10;10;34;DIST
R1;225;1248;RADMIRJE - MOZIRJE;0;8.731;232;Nizka;QLD6;5.234;59;4.608;38;324;56;82;28;39;109;WIM
R1;225;1248;MOZIRJE ;8.731;11.302;139;Prihova;QLTC10;9.461;90;8.269;61;652;130;96;80;83;186;WIM
R1;225;1247;MOZIRJE - SOTESKA;0;2.339;577;Ljubija;R 07x1;9.100;70;7.960;55;610;105;100;90;110;212;DIST
R1;225;1246;SOTESKA - LETUS;0;3.300;34;Letus 2;QLD6;5.291;53;4.521;51;368;63;98;66;71;169;DIST
R1;225;1246;LETUS - M.BRASLOVCE;3.300;6.050;138;Letus;QLD*;7.590;74;6.568;51;510;78;127;76;106;215;DIST
R1;225;1246;M.BRASLOVCE - PARIZLJE;6.050;8.390;;;P;7.350;70;6.425;30;420;100;130;75;100;221;DIST
R1;225;1246;PARIZLJE - SENTRUPERT;8.390;12.200;37;Orla vas;QLD*;8.657;66;7.520;31;632;120;96;78;114;205;DIST
R1;227;1264;RAVNE - KOTLJE;0;3.600;319;Brdinje;QLD;6.342;50;5.868;25;337;18;36;3;5;37;PLDP
R1;227;1423;KOTLJE - STARI TRG;0;8.430;921;Stari Trg pri SG;QLD*;5.921;33;5.480;19;307;34;39;4;5;26;WIM
R1;227;1423;STARI TRG - SLOVENJ GRADEC;8.430;11.154;;;P;9.000;60;8.015;30;750;50;55;15;25;75;PLDP
R1;228;1291;SPUHLJA - BORL;0;8.500;341;Stojnci;QLTC10;4.318;30;3.661;30;252;43;31;68;203;168;WIM
R1;228;1291;BORL - MP ZAVRC;8.500;13.900;340;MP Zavrc;QLD6;1.779;8;1.375;16;85;13;24;55;203;183;DIST
R1;229;0248;PTUJ (BUDINA-CENTER);0;1.088;;;P;18.700;55;16.745;180;1.200;190;110;90;130;307;PLDP
R1;229;1417;PTUJ - ROGOZNICA;0;2.080;;;P;11.800;55;11.070;90;350;40;80;40;75;158;PLDP
R1;229;1286;ROGOZNICA - JANEZOVCI;0;4.830;;;P;4.550;30;4.095;15;250;40;60;20;40;82;PLDP
R1;229;1286;JANEZOVCI - GOMILCI;4.830;7.360;;;P;3.500;30;3.099;15;210;35;55;20;36;76;PLDP
R1;229;1286;GOMILCI - SENARSKA;7.360;16.918;338;Gocova;QLD6;3.129;27;2.751;10;209;31;51;17;33;67;PLDP
R1;230;0327;MP G.RADGONA - G.RADGONA;0;989;665;MT Gornja Radgona;QLTC8;6.273;50;5.807;5;247;36;22;22;84;87;PLDP
R1;230;0366;GORNJA RADGONA - RADENCI;0;5.680;86;Sratovci;QLD*;6.536;49;5.722;59;352;71;104;53;126;130;DIST
R1;230;1164;RADENCI ;0;453;;;P;5.600;40;4.975;45;250;80;70;50;90;170;PLDP
R1;230;1308;RADENCI - VUCJA VAS;0;7.803;352;Radenci;QLD*;3.482;33;3.010;14;199;40;56;42;88;123;PLDP
R1;230;1399;VUCJA VAS - KRIZEVCI;0;4.527;576;Iljasevci;QLD*;3.963;30;3.324;19;280;45;81;65;119;173;PLDP
R1;230;1415;KRIZEVCI ;0;800;;;P;6.000;50;5.275;45;320;70;65;55;120;162;DIST
R1;230;1309;KRIZEVCI - LJUTOMER;0;7.300;353;Norsinci;QLD*;5.707;51;4.831;41;382;109;119;54;120;170;WIM
R1;230;1310;LJUTOMER - PAVLOVCI;0;13.910;354;Ivanjkovci;QLD6;2.390;25;1.966;17;164;35;68;45;70;100;DIST
R1;230;1311;PAVLOVCI - ORMOZ;0;1.860;575;Pavlovci;QLD*;4.060;33;3.521;23;248;50;77;37;71;126;PLDP
R1;230;1312;ORMOZ ;0;1.500;;;P;6.100;35;5.700;25;250;40;30;8;12;46;PLDP
R1;230;0251;ORMOZ - MP ORMOZ;0;760;156;MP Ormoz;QLD3;1.055;2;961;5;85;1;1;0;0;3;PLDP
R1;231;1325;GIBINA - RAZKRIZJE;0;2.930;431;MP Gibina;QLD5;476;7;426;1;22;10;9;0;1;8;PLDP
R1;231;1323;RAZKRIZJE - STROCJA VAS;0;3.830;;;P;2.400;10;2.200;10;120;20;25;5;10;30;PLDP
R1;231;1327;STROCJA VAS - LJUTOMER;0;2.500;636;Strocja vas;QLD;3.365;35;3.042;8;165;36;54;5;20;53;PLDP
R1;232;1314;MP HODOS - HODOS;0;1.500;430;MT Hodos;QLD5;216;6;175;4;9;7;10;2;3;11;DIST
R1;232;1314;HODOS - SALOVCI;1.500;5.000;;;P;930;10;840;7;35;10;20;3;5;22;DIST
R1;232;1314;SALOVCI - PETROVCI;5.000;10.458;487;Peskovci;QLD5;1.098;10;988;10;40;13;26;4;7;27;DIST
R1;232;1315;PETROVCI - MACKOVCI;0;6.500;;;P;2.800;20;2.470;20;120;75;80;5;10;83;DIST
R1;232;1315;MACKOVCI - MARTJANCI;6.500;17.700;137;Vaneca;QLD6;3.653;24;3.303;18;200;29;56;10;13;56;DIST
R1;232;1316;MARTJANCI - M.SOBOTA;0;2.470;499;Murska Sobota sever;QLD*;11.280;58;10.409;57;508;95;86;19;48;87;WIM
R1;232;1470;MURSKA SOBOTA ;0;1.000;;;P;14.900;60;13.790;130;470;180;190;20;60;236;PLDP
R1;232;1406;M.SOBOTA - LIPOVCI;0;4.067;148;MS-Baksa;QLD5;11.089;63;10.123;131;430;111;125;31;75;207;PLDP
R1;234;1476;DRAMLJE - DOLE;0;2.750;316;Dole;QLD*;6.310;12;5.289;13;513;107;161;98;117;242;DIST
R1;234;1280;DOLE - SENTJUR;0;3.445;690;Lokarje;QLD*;9.731;37;8.552;26;662;105;133;68;148;202;WIM
R1;235;0317;RADENCI - PETANJCI;0;2.047;446;Petanjci;QLD6;4.529;36;3.993;51;251;56;63;30;49;114;PLDP
R1;235;0318;PETANJCI - M.SOBOTA(GAJ);0;7.473;623;Tropovci;QLD5;5.102;40;4.504;57;289;72;93;17;30;80;WIM
R1;235;1396;M.SOBOTA(GAJ) - PRIK.M.S.;0;2.858;479;MS Krog;QLD6;3.240;9;2.824;10;222;43;55;24;53;154;WIM
R2;401;1020;ZAGA - UCJA;0;7.445;551;MT Ucja;R 08x1;150;25;110;0;15;0;0;0;0;-;PLDP
R2;402;1010;SOLKAN - MOST CEZ SOCO;0;141;;;P;7.750;90;7.190;45;240;60;40;30;55;104;PLDP
R2;402;1426;SOLKAN MOST - GONJACE;0;10.396;219;Podsabotin;QLD5;2.935;31;2.659;11;149;37;37;3;8;37;PLDP
R2;402;1465;GONJACE - DOBROVO;0;4.553;755;Smartno v Brdih;QLD6;2.266;36;2.006;9;145;29;28;4;9;32;PLDP
R2;402;1045;DOBROVO - NEBLO;0;2.700;;;P;4.600;55;4.239;10;240;30;20;2;4;24;PLDP
R2;402;1045;NEBLO - MP NEBLO;2.700;4.820;550;MT Neblo;QLD5;3.806;53;3.479;2;226;24;18;2;2;17;PLDP
R2;403;1071;BACA - KNEZA;0;6.153;108;Baca;QLD3;1.172;9;1.041;3;73;14;23;6;3;21;PLDP
R2;403;1072;KNEZA - PODBRDO;0;15.734;;;P;980;30;867;10;40;10;20;2;1;11;WIM
R2;403;1073;PODBRDO - PETROVO BRDO;0;4.400;538;Petrovo brdo 1;R 07x1;500;40;424;3;20;9;4;0;0;5;DIST
R2;403;1074;PETROVO BRDO - PODROST;0;8.100;539;Petrovo brdo 2;R 07x1;350;40;247;3;50;6;4;0;0;4;DIST
R2;403;1075;PODROST - ZALI LOG;0;5.000;542;Zali Log;R 07x1;780;45;638;15;55;10;7;7;3;18;PLDP
R2;403;1075;ZALI LOG - CESNJICA;5.000;10.061;189;Zelezniki;QLD6;1.869;34;1.646;21;110;16;28;8;6;35;PLDP
R2;403;1076;CESNJICA - SKOFJA LOKA;0;15.700;618;Bukovica;QLD6;5.066;44;4.471;40;316;57;86;26;26;104;PLDP
R2;404;1379;PODGRAD - IL.BISTRICA;0;11.000;397;Recica;QLTC10;3.232;22;2.790;18;192;33;34;22;121;121;PLDP
R2;404;1380;IL.BISTRICA - PIVKA;0;16.942;398;Drskovce;QLD;3.686;40;3.332;25;232;20;19;11;7;35;PLDP
R2;405;6845;DIVACA - FAMLJE;0;5.552;59;Vremski Britof 1;R 11x4;2.180;30;1.937;8;100;40;25;10;30;49;PLDP
R2;405;1022;FAMLJE - RIBNICA;0;11.967;210;Buje;QLD6;1.142;17;962;2;77;16;23;15;30;44;PLDP
R2;406;1405;DEKANI  -  R.SKOFIJE;0;1.085;;;P;5.000;95;4.796;2;40;50;15;1;1;20;PLDP
R2;406;1407;R.SKOFIJE - KRIZ.MORETINI;0;850;;;P;5.100;80;4.670;30;250;45;20;2;3;35;PLDP
R2;406;1407;KRIZ.MORETINI - ANKARAN;850;5.130;403;Ankaran;QLD6;8.421;128;7.810;24;407;30;14;3;5;28;PLDP
R2;406;1407;ANKARAN - MP LAZARET;5.130;8.188;650;MT Lazaret;QLD5;1.521;88;1.376;18;20;14;3;0;2;13;PLDP
R2;407;1144;GORENJA VAS - LUCINE;0;9.000;263;Todraz;R 08x4;900;10;765;7;56;15;40;3;4;30;PLDP
R2;407;1144;LUCINE - LJUBLJANICA;9.000;13.926;;;P;250;5;223;5;10;2;5;0;0;5;PLDP
R2;407;1145;LJUBLJANICA - VRZDENEC;0;3.800;;;P;200;5;178;3;8;4;2;0;0;3;PLDP
R2;407;1145;VRZDENEC - HORJUL;3.800;6.800;;;P;1.400;30;1.247;10;70;25;15;1;2;19;PLDP
R2;407;1145;HORJUL - VRHNIKA;6.800;14.867;264;Horjul;QLD5;1.894;39;1.620;5;141;26;52;4;7;40;PLDP
R2;408;1374;LOGATEC - ROVTE;0;10.500;393;Logatec;QLD6;2.076;31;1.769;11;145;27;50;30;13;62;PLDP
R2;408;1374;ROVTE -  ZIRI;10.500;21.351;370;Zavratec;QLD5;724;20;593;8;44;24;21;7;7;27;PLDP
R2;408;1375;ZIRI - TREBIJA;0;7.350;394;Ziri;QLD5;3.303;55;2.880;30;213;64;45;8;8;58;PLDP
R2;409;0358;LJ(VIC) - AC BREZOVICA;0;2.741;165;Gorjanc;QLD*;10.827;121;9.670;192;675;73;47;20;29;107;DIST
R2;409;0300;AC BREZOVICA - BREZOVICA;0;1.400;267;Brezovica;QLTC8;20.534;184;18.076;185;1.392;285;168;75;169;260;DIST
R2;409;0300;BREZOVICA - VRHNIKA;1.400;13.161;611;Drenov Gric;QLD*;7.108;100;5.962;114;454;132;163;68;115;214;WIM
R2;409;0301;VRHNIKA - LOGATEC;0;9.525;153;Zapolje;QLD6;5.545;140;4.513;100;405;96;151;73;67;225;PLDP
R2;409;0302;LOGATEC (TRZASKA C.) ;0;900;;;P;7.800;140;6.630;110;480;100;170;90;80;258;PLDP
R2;409;0303;KALCE - PLANINA;0;8.337;736;Grcarevec;R 09x4;2.000;160;1.585;40;100;50;30;15;20;64;PLDP
R2;409;0304;PLANINA - RAVBARKOMANDA;0;7.230;612;Ravbarkomanda;QLD6;1.767;157;1.420;27;85;26;27;13;12;46;PLDP
R2;409;0305;RAVBARKOMANDA - PO(R913);0;3.000;;;P;5.200;130;4.745;45;140;90;20;15;15;66;PLDP
R2;409;0305;PO(R913) - POSTOJNA;3.000;4.360;;;P;11.300;140;10.520;50;340;95;75;40;40;128;PLDP
R2;409;0306;POSTOJNA - RAZDRTO;0;10.980;76;Postojna;QLTC10;4.955;165;4.130;41;227;85;88;40;179;131;WIM
R2;409;0307;RAZDRTO - SENOZECE;0;6.530;22;Senozece;R 08x1;2.500;110;1.985;45;90;90;85;35;60;152;DIST
R2;409;0308;SENOZECE - DIVACA;0;8.140;77;Divaca;QLD6;1.358;125;984;19;78;33;54;15;50;92;WIM
R2;409;0309;DIVACA - MATAVUN;0;1.940;684;Skocjan;QLD6;2.577;161;2.084;33;170;53;49;8;19;69;DIST
R2;409;0310;MATAVUN - KOZINA;0;7.275;78;Kacice;R 10x4;1.500;140;1.135;30;100;50;20;10;15;51;DIST
R2;409;0311;KOZINA  -  KASTELEC;0;8.960;614;Petrinje;QLD;1.625;109;1.240;26;95;52;51;15;37;195;WIM
R2;409;0312;KASTELEC - CRNI KAL;0;3.902;;;P;1.000;100;660;25;85;55;40;10;25;64;PLDP
R2;409;1435;KORTINE  -  RIZANA;0;1.353;;;P;1.500;110;1.115;25;180;25;30;5;10;40;PLDP
R2;409;0313;RIZANA - DEKANI;0;5.910;79;Dekani;QLD6;3.862;163;3.415;25;195;26;28;3;7;36;PLDP
R2;409;1438;DEKANI - PRIKLJ. SRMIN;0;324;;;P;4.900;160;4.425;40;200;35;25;5;10;46;PLDP
R2;410;1133;BISTRICA - TRZIC;0;320;555;Trzic;QLTC10;11.331;78;10.318;56;694;82;58;20;25;97;PLDP
R2;410;1134;TRZIC - GOLNIK;0;6.500;556;Senicno;QLD;2.215;40;2.022;10;115;14;10;3;1;15;PLDP
R2;410;1134;GOLNIK - KOKRICA;6.500;13.671;258;Tenetise;QLD;4.285;54;3.896;21;255;21;27;6;5;34;PLDP
R2;410;1135;KOKRICA - KRANJ;0;2.234;913;Kokrica;QLTC8;11.693;87;10.798;75;603;61;45;5;19;82;PLDP
R2;411;1471;KRANJ Z  -  POLICA;0;733;;;P;13.500;100;12.280;80;530;250;110;60;90;233;PLDP
R2;411;1428;POLICA - NAKLO(MARINSEK);0;1.960;51;Naklo;QLD*;7.655;98;6.817;132;451;51;65;18;23;124;PLDP
R2;411;1428;NAKLO(MARINSEK) - PRIKLJ. NAKLO;1.960;4.420;;;P;4.900;100;4.357;40;280;45;60;8;10;44;DIST
R2;411;1428;PRIKLJ. NAKLO - PODTABOR;4.420;7.202;708;Podbrezje;QLD5;3.242;100;2.852;34;155;40;52;4;5;36;WIM
R2;411;1528;PODTABOR - GOBOVCE;0;1.487;;;P;3.000;100;2.620;35;150;35;40;5;15;54;PLDP
R2;411;1429;GOBOVCE - CRNIVEC;0;5.142;707;Dobro Polje;QLD6;2.699;97;2.355;33;151;21;27;6;9;41;PLDP
R2;412;1454;POLICA - KR(KIDRICEVA);0;2.035;718;KR Zlato polje;QLTC10;17.252;136;15.260;187;1.126;201;152;62;128;314;PLDP
