Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip   stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov.  < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;Tip
R3;661;1210;DRASICI - METLIKA;5.000;9.270;745;Drasici;QLD5;718;7;647;3;35;10;15;0;1;11;PLDP
R3;662;5407;METLIKA - RADOVICI;0;3.000;;;P;860;5;774;8;45;18;8;1;1;12;PLDP
R3;662;5407;RADOVICI - MP BOZAKOVO;3.000;8.130;525;MP Bozakovo;R 09x4;18;0;15;0;1;2;0;0;0;0;PLDP
R3;663;5401;BUSINJA VAS - RADOVICA;0;4.594;;;P;200;4;165;1;10;11;9;0;0;7;PLDP
R3;663;5404;RADOVICA - OSTRIZ;0;3.500;;;P;100;0;92;0;7;1;0;0;0;0;PLDP
R3;664;2501;GABER -  URSNA S. - NOVO M.;0;22.148;164;Ljuben;QLD5;2.151;11;1.960;14;108;19;28;7;4;31;PLDP
R3;665;1191;LJUBEZ V LAZIH - SOPOTA;0;15.100;;;P;230;2;210;2;2;8;5;1;0;6;PLDP
R3;665;1191;SOPOTA - RADECE;15.100;28.032;285;Jagnjenica;QLD5;1.248;18;1.084;6;95;14;26;4;1;22;PLDP
R3;666;8115;SOPOTA - PODKUM-ZAGORJE;0;10.370;703;Zagorje 3;R 08x4;1.110;7;983;5;45;15;45;5;5;34;PLDP
R3;667;1385;ZBURE - SMARJESKE TOPLICE;0;5.140;565;Zbure 2;QLTC10;1.833;20;1.635;28;90;20;22;8;10;38;PLDP
R3;667;1385;SMARJESKE TOPLICE - DOLENJE KRONOVO;5.140;6.698;402;Smarjeske Toplice;QLTC10;4.695;36;4.293;35;253;32;23;9;14;48;PLDP
R3;668;5846;GABRJE - RATEZ;0;5.581;475;Gabrje;R 11x4;910;1;900;0;7;2;0;0;0;0;PLDP
R3;670;1244;BIZELJSKO  -  ORESJE;0;5.260;435;MP Bizeljsko (Oresje);R 08x1;174;9;111;5;30;8;10;1;0;9;PLDP
R3;671;2237;KRIZAJ - PODBOCJE-SUTNA;0;3.846;191;Podbocje;R 07x1;940;4;928;1;5;2;0;0;0;1;PLDP
R3;671;3921;SUTNA - PLANINA V PODBOCJU;0;10.050;;;P;20;0;18;1;1;0;0;0;0;0;PLDP
R3;672;1337;IMPOLJCA - ZAVRATEC;0;4.900;;;P;1.600;20;1.433;11;95;20;12;4;5;21;PLDP
R3;672;1338;ZAVRATEC - SMEDNIK;0;9.229;369;Podlipa;QLTC10;1.809;17;1.614;15;131;11;14;2;5;20;PLDP
R3;672;3927;SMEDNIK - ZAMESKO-KOSTANJEVICA;0;9.176;183;Dolenje Ravno;R 08x4;1.500;15;1.368;7;40;25;20;10;15;34;PLDP
R3;673;1340;DRNOVO - KRIZAJ;0;5.705;371;Malo Mrasevo;QLTC8;2.753;36;2.393;9;197;33;43;14;28;59;PLDP
R3;674;1384;ZAVRATEC - SKOCJAN;0;10.495;401;Skocjan 2;R 11x4;1.080;15;935;8;80;28;12;1;1;16;PLDP
R3;675;1207;CATEZ OB SAVI - MOKRICE;0;7.479;184;Ribnica;R 08x1;800;10;701;6;40;9;28;2;4;22;PLDP
R3;675;1481;MOKRICE  -  OBREZJE - SLOV. VAS;0;2.687;677;MP Slovenska vas;QLTC44;4.528;22;4.207;29;257;13;0;0;0;16;PLDP
R3;676;2204;SP. POHANCA - (R1-219);0;7.740;471;Artice;QLTC10;2.124;17;1.911;27;111;19;18;5;16;38;PLDP
R3;676;2204;(R1-219) - KAPELE;7.740;10.120;;;P;920;6;776;15;70;28;10;5;10;27;PLDP
R3;676;2212;KAPELE ;0;1.028;;;P;940;8;805;15;70;25;5;5;7;22;PLDP
R3;676;2216;KAPELE - RAKOVEC;0;2.515;513;MP Rakovec;R 08x1;51;0;49;0;2;0;0;0;0;0;PLDP
R3;677;2203;MP  NOVA VAS - PISECE;0;6.019;515;MP Nova vas;R 08x1;107;0;105;0;2;0;0;0;0;0;PLDP
R3;677;2202;PISECE - ZG.POHANCA-KRSKO;0;17.355;185;Zgornja Pohanca;R 08x4;660;8;613;2;30;4;2;0;1;3;PLDP
R3;678;2215;ST.VAS - FIGAROV MOST;0;755;514;MP Stara vas;R 08x1;132;2;129;0;1;0;0;0;0;0;PLDP
R3;679;1192;RADECE - BREG;0;5.700;286;Loka;R 09x4;1.150;25;1.036;1;55;20;9;1;3;12;PLDP
R3;679;3909;BREG - SEVNICA;0;8.100;709;Breg;R 11x4;950;15;870;3;40;15;5;1;1;8;PLDP
R3;679;3909;SEVNICA - BLANCA;8.100;16.800;715;Gornje Brezovo;QLTC10;2.127;17;1.971;4;110;13;8;2;2;11;PLDP
R3;679;3909;BLANCA - BRESTANICA;16.800;21.757;713;Brestanica;R 11x4;1.500;15;1.381;7;70;20;5;1;1;11;PLDP
R3;680;1223;RIMSKE TOPLICE - JURKLOSTER;0;15.040;769;Jurkloster 3;R 10x4;330;5;288;5;13;12;6;1;0;8;PLDP
R3;680;1224;JURKLOSTER - DEZNO;0;6.490;768;Jurkloster 2;R 10x4;390;5;342;3;14;15;9;1;1;10;PLDP
R3;681;4005;LASKO ;0;124;;;P;9.300;70;8.140;160;520;290;65;20;35;194;PLDP
R3;681;4006;LASKO - BREZE-SENTJUR;0;20.027;187;Sentrupert;MWTC1;499;2;431;11;35;14;6;0;0;11;PLDP
R3;681;7233;SENTJUR(PODGORA - NOVA V);0;1.271;;;P;3.500;45;3.151;20;250;10;15;3;6;24;PLDP
R3;682;1441;LOKE - LEDINSCICA;0;10.080;312;Ledinscica;R 10x4;220;3;162;1;20;15;15;2;2;13;PLDP
R3;683;1169;LESICNO - GOLOBINJEK;0;10.294;274;Lesicno;MWTC1;1.085;3;918;14;89;20;31;4;6;32;PLDP
R3;683;1414;IMENO - MP IMENO;0;1.015;415;MP Imeno;R 10x4;242;1;230;1;10;0;0;0;0;0;PLDP
R3;684;7460;PRELASKO - BUCE-KOZJE;0;7.384;428;Buce;R 10x4;880;10;762;4;55;35;12;2;0;16;PLDP
R3;685;7495;TEKACEVO - ROGASKA SLAT.;0;4.114;910;Tekacevo;QLTC10;4.988;35;4.486;34;326;37;38;8;24;62;PLDP
R3;685;7450;RODNE - MP RAJNKOVEC;0;1.733;517;MP Rajnkovec;R 09x1;779;0;777;0;2;0;0;0;0;0;PLDP
R3;686;1278;TEPANJE - ZICE;0;3.641;568;Zice 2;QLTC10;2.405;19;2.054;20;204;33;25;13;37;59;PLDP
R3;686;1279;ZICE - KARTUZIJA;0;6.900;195;Skedenj;R 11x4;430;7;388;2;25;5;2;0;1;4;PLDP
R3;686;1279;KARTUZIJA - DRAMLJE;6.900;14.224;;;P;60;1;54;3;2;0;0;0;0;1;PLDP
R3;687;7207;DOLE - PONIKVA-LOCE;0;14.140;135;Hotunje;QLD5;2.217;27;1.946;6;135;42;53;3;5;43;PLDP
R3;688;1231;SLOV.KONJICE - ZICE;0;4.840;567;Slovenske Konjice;QLTC10;5.376;38;4.700;8;409;73;68;15;65;100;WIM
R3;688;1418;ZICE ;0;670;;;P;3.900;20;3.488;15;220;60;65;12;20;71;PLDP
R3;688;1232;ZICE - MLACE;0;2.900;317;Zice;QLTC10;4.653;44;4.113;23;330;51;41;13;38;71;DIST
R3;688;1232;MLACE - POLJCANE;2.900;9.184;667;Cadramska vas;QLTC10;2.871;40;2.539;23;195;31;30;4;9;38;DIST
R3;688;1233;POLJCANE - MAJSPERK;0;16.270;318;Modraze;QLTC10;1.229;27;1.089;10;69;11;14;3;6;19;PLDP
R3;689;6252;PODLEHNIK - KOZMINCI;0;3.563;762;Podlehnik;R 10x4;1.285;17;1.122;20;76;10;25;3;12;33;PLDP
R3;689;6260;KOZMINCI-ZETALE - ROGATEC;0;15.471;481;Cermozise;QLD5;617;11;541;8;32;9;12;2;2;14;PLDP
R3;690;1234;MAJSPERK - JUROVCI;0;12.605;145;Stogovci;R 10x4;600;10;519;10;32;19;4;3;3;14;PLDP
R3;690;1235;TRZEC - VIDEM;0;4.500;763;Videm pri Ptuju;R 10x4;2.000;30;1.848;6;25;60;20;9;2;32;PLDP
R3;690;1235;VIDEM - ZG. LESKOVEC;4.500;15.965;521;MP Leskovec;MWTC1;1.558;31;1.103;145;212;57;0;10;0;80;PLDP
R3;691;6251;ZAVRC - DRENOVEC;0;7.280;753;Goricak;R 09x1;1.830;0;1.672;24;77;31;20;0;6;30;PLDP
R3;692;6223;BORL-CIRKULANE - MP MEJE;0;7.703;520;MP Meje;R 09x1;260;0;243;0;7;10;0;0;0;2;PLDP
R3;693;2302;NOVA CERKEV - SOCKA-VITANJE;0;10.320;;;P;1.150;5;1.060;20;40;20;5;0;0;15;PLDP
R3;694;1268;VELENJE - POLZELA;0;12.000;326;Arnace;QLTC10;2.939;31;2.654;6;155;28;47;9;9;43;PLDP
R3;694;1268;POLZELA - DOBRTESA VAS;12.000;15.392;40;Breg pri Polzeli;QLTC10;6.236;50;5.579;45;370;51;82;12;47;108;PLDP
R3;695;8208;POLZELA ;0;724;;;P;2.650;30;2.310;15;130;65;80;10;10;72;PLDP
R3;695;7951;POLZELA - RECICA;0;5.410;36;Podvin pri Polzeli ;MWTC1;867;36;701;0;68;13;42;1;6;28;PLDP
R3;695;1458;GORENJE - SOTESKA;0;2.710;578;Gorenje;QLTC8;4.028;54;3.572;19;236;46;37;25;39;76;PLDP
R3;696;7912;VELENJE - SKALE;0;6.538;31;Velenje;QLTC10;4.604;41;4.160;13;276;36;58;14;6;55;PLDP
R3;696;7919;SKALE - GRASKA  G.-SMIKLA;0;10.710;32;Plesivec;R 11x4;600;18;544;6;27;2;3;0;0;5;PLDP
R3;696;6904;SL.GRADEC - MISL.DOBRAVA;0;10.440;33;Podgorje pri Slov. Gradcu;R 11x4;1.700;22;1.569;6;73;18;8;4;0;13;PLDP
R3;697;5514;NAZARJE - GORNJI GRAD;0;13.979;175;Smartno ob Dreti;MWTC1;1.219;8;1.061;22;73;36;19;0;0;119;WIM
R3;698;6505;MEZICA - REHT;0;2.725;552;MT Mezica;R 09x1;300;24;267;0;6;3;0;0;0;1;PLDP
R3;699;1263;DRAVOGRAD - CRNECE;0;2.500;;;P;450;20;419;2;1;8;0;0;0;2;PLDP
R3;699;1263;CRNECE - MP LIBELICE;2.500;8.682;672;MT Libelice;R 09x1;90;10;78;0;2;0;0;0;0;0;PLDP
R3;700;1272;SL.KONJICE - OPLOTNICA;0;6.548;330;Oplotnica 2;QLTC10;1.988;23;1.814;14;107;13;13;1;3;21;DIST
R3;700;1273;OPLOTNICA - LOZNICA;0;9.450;331;Loznica;QLTC10;4.461;38;4.003;23;276;61;35;7;18;65;WIM
R3;701;1270;RUTA - LOVRENC;0;13.400;328;Lovrenc na Pohorju;QLD5;1.820;18;1.625;28;87;25;30;4;3;37;PLDP
R3;701;1270;LOVRENC - PESEK;13.400;18.472;;;P;330;2;321;0;4;3;0;0;0;1;PLDP
R3;701;1430;PESEK - ROGLA;0;15.000;327;Pesek;R 11x4;350;10;314;7;13;6;0;0;0;4;PLDP
R3;701;1430;ROGLA - ZRECE;15.000;17.700;734;Boharina;QLD5;1.263;20;1.133;16;61;15;14;3;1;19;PLDP
R3;701;1430;ZRECE - ZECE;17.700;21.284;711;Zrece;QLTC10;9.388;58;8.412;106;579;82;59;15;77;150;PLDP
R3;702;2703;DRAVOGRAD - TRBONJE;0;7.150;483;Trbonje 1;R 09x1;250;4;212;0;25;4;5;0;0;3;PLDP
R3;702;2703;TRBONJE - GORTINA;7.150;7.900;485;Trbonje 3;MWTC1;1.118;1;933;16;112;17;33;3;3;31;PLDP
R3;702;2704;TRBONJE - VUZENICA;0;7.440;484;Trbonje 2;MWTC1;736;6;578;21;100;23;6;0;2;18;PLDP
R3;702;2704;VUZENICA - VUHRED;7.440;13.300;;;P;1.000;15;883;7;40;25;20;5;5;24;PLDP
R3;703;6307;MUTA ;0;830;;;P;2.000;25;1.850;10;65;25;15;5;5;23;PLDP
R3;703;6304;MUTA - GORTINA;0;1.610;571;Muta 2;MWTC1;1.706;13;1.490;1;138;34;24;1;5;23;PLDP
R3;703;6303;GORTINA - BISTRISKI JAREK;0;6.330;482;Muta;R 08x4;500;10;453;1;23;6;5;1;1;5;PLDP
R3;704;1353;RADLJE - RIBNICA;0;12.157;378;Vuhred;MWTC1;1.211;3;1.074;14;60;16;23;6;15;34;PLDP
R3;704;1355;RIBNICA - BREZNO;0;10.245;379;Janzevski vrh;QLTC10;717;6;636;6;47;5;10;3;4;13;PLDP
R3;705;1432;RUSE - PUSCAVA;0;10.100;705;Fala;R 08x4;1.000;9;908;12;44;13;6;3;5;16;PLDP
R3;706;6301;OZBALT - ZG. KAPLA;0;14.230;486;Ozbalt;R 08x4;440;4;389;4;27;6;7;1;2;8;PLDP
R3;706;8802;HAJDICEV MLIN - GRADISCE;0;2.400;;;P;180;0;172;0;2;6;0;0;0;1;PLDP
R3;707;8801;SP.SELNICA - DUH NA OSTREM VRHU;0;12.861;;;P;170;0;162;0;2;6;0;0;0;1;PLDP
R3;708;1330;ZG.KUNGOTA - MP PLAC;0;5.480;;;P;110;0;104;1;3;1;1;0;0;1;PLDP
R3;709;8614;MB (MELJSKA CESTA);0;1.632;;;P;1.100;10;1.010;20;50;5;5;0;0;12;PLDP
R3;709;8615;MB (MALECNIK-most) - MB (MALECNIK);0;750;572;Malecnik;QLTC10;7.290;73;6.788;20;346;32;21;3;7;33;PLDP
R3;709;8615;MB (MALECNIK) - PERNICA;750;6.750;488;Celestrina;QLTC10;3.480;41;3.249;18;139;17;8;1;7;20;PLDP
R3;709;1557;PERNICA - PRIKLJ. PERNICA;0;264;;;P;1.950;5;1.677;2;200;30;20;6;10;27;PLDP
R3;710;1292;MARIBOR - DVORJANE;0;11.965;342;Dogose;QLTC8;10.910;77;10.014;93;585;54;48;7;32;56;WIM
R3;710;1292;DVORJANE - PTUJ;11.965;24.748;438;Vurberk;QLTC10;2.502;30;2.288;18;127;16;13;3;7;24;PLDP
R3;710;0247;PTUJ - HAJDINA;0;2.719;637;Ptuj Zahod;QLTC10;13.414;109;12.026;111;859;146;88;26;49;170;PLDP
R3;710;0352;HAJDINA - TURNISCE;0;3.350;911;Turnisce 2;QLTC10;1.491;18;1.204;6;85;43;53;15;67;89;PLDP
R3;711;9006;FRAM - RACE;0;2.312;421;Race;QLTC10;6.626;37;5.984;5;432;35;73;14;46;84;PLDP
R3;711;9014;RACE ;0;550;;;P;1.900;30;1.717;33;70;20;20;5;5;34;PLDP
R3;711;9013;RACE - KUNGOTA-KIDRICEVO;0;10.888;311;Brunsvik;R 11x4;1.150;25;1.026;2;65;24;7;0;1;10;PLDP
R3;712;1331;ZIHLAVA - JURSINCI;0;10.400;;;P;600;10;534;4;30;14;4;2;2;9;PLDP
R3;712;1331;JURSINCI - GABERNIK;10.400;13.000;764;Gabrnik;R 10x4;2.350;30;2.083;17;120;58;32;5;5;41;PLDP
R3;712;1331;GABERNIK - ROGOZNICA(PTUJ);13.000;21.173;363;Pacinje;QLD5;2.488;31;2.178;24;136;47;57;6;9;58;PLDP
R3;713;4910;LJUTOMER - DORNAVA;0;24.800;733;Savci;R 09x4;850;15;728;10;45;30;15;2;5;22;PLDP
R3;713;4910;DORNAVA - KRIZ.SPUHLJA;24.800;28.500;433;Dornava;QLTC10;4.524;45;4.135;21;257;27;26;6;7;36;PLDP
R3;713;4910;KRIZ.SPUHLJA - PTUJ;28.500;31.230;425;Rogoznica;QLTC10;10.592;61;9.697;27;612;89;66;18;22;106;WIM
R3;714;1293;SV. JURIJ OB SCAVNICI - GRABONOS;0;2.879;;;P;1.200;10;940;25;70;40;20;30;65;88;PLDP
R3;714;2806;GRABONOS - SP. IVANJCI;0;2.170;594;Spodnji Ivanjci - 1;R 09x4;970;15;841;10;56;26;13;5;4;22;PLDP
R3;714;2807;SP.IVANJCI - GORNJA RADGONA;0;9.512;595;Spodnji Ivanjci - 2;R 09x4;1.130;21;971;19;62;36;12;6;3;27;PLDP
R3;715;5645;M.SOBOTA - GORICA;0;5.800;42;Markisavci;QLTC10;2.935;17;2.675;8;162;17;37;4;15;38;PLDP
R3;715;5645;GORICA - LEMERJE;5.800;8.500;491;Lemerje 2;R 10x4;2.550;8;2.332;18;115;50;20;2;5;32;PLDP
R3;715;5645;LEMERJE - SKAKOVCI;8.500;14.150;490;Lemerje 3;R 10x4;1.150;4;1.027;4;62;40;9;2;2;17;PLDP
R3;716;5637;LEMERJE - GRAD;0;11.210;489;Bodonci;QLD5;843;8;765;11;41;8;8;1;1;12;PLDP
R3;716;5640;GRAD ;0;1.450;;;P;860;4;802;10;20;21;2;0;1;10;PLDP
R3;716;5630;GRAD - KUZMA;0;4.695;761;Grad;R 10x4;850;8;780;3;35;22;1;0;1;7;PLDP
R3;717;1297;CANKOVA ;0;822;;;P;450;4;436;0;10;0;0;0;0;0;PLDP
R3;717;5614;CANKOVA - GERLINCI;0;5.200;758;Korovci;R 10x4;550;2;517;1;17;11;1;1;0;4;PLDP
R3;717;5615;KOROVCI ;0;420;;;P;350;1;349;0;0;0;0;0;0;0;PLDP
R3;717;5616;GERLINCI;0;355;;;P;250;1;249;0;0;0;0;0;0;0;PLDP
R3;718;5620;PERTOCA - FIKSINCI;0;4.688;759;Pertoca;R 10x4;370;5;338;3;11;12;1;0;0;4;PLDP
R3;718;5619;FIKSINCI ;0;984;;;P;100;1;96;0;2;1;0;0;0;0;PLDP
R3;719;5621;ROGASOVCI - KRAMAROVCI;0;2.953;760;Rogasovci;R 10x4;650;10;587;2;28;19;4;0;0;7;PLDP
R3;719;5622;KRAMAROVCI;0;630;;;P;100;0;100;0;0;0;0;0;0;0;PLDP
R3;720;5624;SOTINA;0;2.266;;;P;75;0;75;0;0;0;0;0;0;0;PLDP
R3;721;1317;PETROVCI - MARTINJE;0;10.000;714;Gor. Petrovci;R 11x4;750;9;678;4;47;5;6;1;0;6;PLDP
R3;721;1317;MARTINJE -  KUZMA;10.000;16.360;356;Dolic;R 11x4;690;13;610;10;34;16;7;0;0;11;PLDP
R3;721;1317;KUZMA - MP KUZMA;16.360;19.748;;;P;1.100;6;1.023;10;35;20;5;0;1;11;PLDP
R3;722;1446;MP MARTINJE - MARTINJE;0;310;524;MP Martinje;R 09x4;110;6;96;0;5;2;1;0;0;1;PLDP
R3;723;5691;SALOVCI - CEPINCI;0;6.638;719;Salovci;R 11x4;470;6;415;5;34;5;3;1;1;6;PLDP
R3;723;5657;CEPINCI - MEJA MADZARSKA;0;2.524;;;P;100;0;100;0;0;0;0;0;0;0;PLDP
R3;724;5693;HODOS - DOMANJSEVCI;0;5.055;720;Krplivnik;R 11x4;150;1;131;0;14;2;2;0;0;1;PLDP
R3;724;5694;DOMANJSEVCI ;0;1.060;;;P;100;0;95;1;2;1;1;0;0;1;PLDP
R3;724;5661;DOMANJSEVCI - BERKOVCI;0;3.770;;;P;100;0;95;1;2;1;1;0;0;1;PLDP
R3;724;4210;BERKOVCI - KOBILJE;0;12.943;721;Motvarjevci;R 11x4;360;2;310;5;35;5;3;0;0;5;PLDP
R3;725;5672;MARTJANCI - SEBEBORCI;0;3.167;43;Sebeborci;R 11x4;1.760;20;1.632;9;71;16;10;1;1;13;PLDP
R3;725;5677;SEBEBORCI - TRAKSAROV BREG;0;3.973;712;Andrejci;R 11x4;1.000;8;926;6;50;7;3;0;0;6;PLDP
R3;725;5678;TRAKSAROV BREG -  FOKOVCI;0;440;;;P;490;3;453;5;21;8;0;0;0;4;PLDP
R3;725;5668;FOKOVCI - PROSENJAKOVCI;0;7.693;492;Fokovci;R 07x1;850;10;782;9;38;8;1;1;1;7;PLDP
R3;726;1321;RENKOVCI - CRENSOVCI;0;8.219;359;Turnisce;QLTC10;3.107;19;2.805;21;173;23;39;11;16;50;PLDP
R3;726;1322;CRENSOVCI - RAZKRIZJE;0;6.210;360;Sr. Bistrica;QLTC10;2.407;35;2.118;11;173;25;19;7;19;36;PLDP
R3;726;1324;STROCJA VAS - PAVLOVCI;0;13.355;140;Miklavz pri Ormozu;QLD5;885;13;779;5;51;17;17;2;1;16;PLDP
R3;727;1326;RAZKRIZJE - MEJA RH;0;475;;;P;450;2;438;0;10;0;0;0;0;0;PLDP
R3;728;1148;SKOFLJICA - IG;0;5.325;161;Ig;QLTC10;4.101;36;3.658;3;317;25;38;10;14;41;PLDP
R3;728;4815;IG - ISKA VAS;0;3.800;;;P;1.550;20;1.438;27;50;5;10;0;0;18;PLDP
R3;728;4815;ISKA VAS - KRIM;3.800;14.000;;;P;80;1;70;2;5;2;0;0;0;1;PLDP
R3;728;4815;KRIM - RAKITNA;14.000;19.440;158;Rakitna;R 09x4;40;1;36;1;1;1;0;0;0;1;PLDP
R3;729;4206;HOTIZA - VELIKA POLANA;0;3.317;47;Velika Polana;R 07x4;880;16;778;10;46;22;5;1;2;13;PLDP
R3;729;4207;VELIKA POLANA - LIPA-BELTINCI;0;8.781;46;Beltinci;QLD5;1.432;14;1.306;19;53;20;15;4;1;23;PLDP
R3;730;4104;ZICE - SV. ANA-ZG. SCAVNICA;0;5.835;30;Sveta Ana;MWTC1;1.348;4;1.230;9;69;12;18;4;2;19;PLDP
R3;730;4105;ZG.SCAVNICA - DRAZEN VRH;0;2.235;;;P;150;0;141;2;3;2;1;1;0;2;PLDP
R3;731;8209;POLZELA - PARIZLJE;0;1.050;;;P;2.300;20;2.120;30;78;17;20;5;10;36;PLDP
R3;731;8209;PARIZLJE - BRASLOVCE-M.BRASLOVCE;1.050;3.919;94;Braslovce;MWTC1;2.473;33;2.180;50;132;45;18;7;8;49;PLDP
R3;732;8215;PONDOR - TABOR;0;2.388;65;Pondor;MWTC1;546;3;441;15;63;24;0;0;0;11;PLDP
R3;732;8259;TABOR - OJSTRISKA VAS-KAPLA;0;1.645;;;P;300;1;267;2;12;11;5;1;1;7;PLDP
R3;733;5831;VAVTA VAS - DOL.TOPLICE;0;4.560;298;Dolenjske Toplice;QLTC10;4.091;32;3.676;36;301;21;19;2;4;34;PLDP
R3;733;5831;DOL.TOPLICE - PODTURN;4.560;6.290;;;P;1.950;25;1.678;35;180;25;5;1;1;24;PLDP
R3;734;4123;CERKVENJAK - VITOMARCI;0;5.733;;;P;150;1;131;1;6;4;3;2;2;5;PLDP
R3;734;4121;VITOMARCI - GABRNIK;0;6.397;765;Gradiscak;R 10x4;420;9;360;2;27;15;6;1;0;8;PLDP
R3;735;6314;MUTA - VUZENICA;0;445;;;P;4.200;15;3.775;25;270;55;25;15;20;57;PLDP
R3;737;9017;RACE - SIKOLE;0;5.789;399;Podova;QLTC10;2.030;26;1.835;11;108;20;20;4;6;25;PLDP
R3;738;6727;TRZISCE - HOTEMEZ;0;14.480;788;Sentjanz;R 10x4;800;6;692;1;48;33;19;0;1;17;PLDP
R3;739;6219;JANEZOVSKI VRH - DESTRNIK;0;2.210;766;Destrnik;R 10x4;560;12;496;10;29;9;2;1;1;8;PLDP
R3;739;6220;DESTRNIK - GOMILCI;0;1.381;;;P;250;5;230;4;10;1;0;0;0;2;PLDP
R3;740;1398;M.SOBOTA(GAJ) - M.SOBOTA;0;2.780;746;Murska Sobota Gaj;QLTC8;5.520;40;5.001;66;285;44;37;12;35;86;PLDP
R3;741;1489;SKOFIJE MEJNI PREHOD;0;478;;;P;1.000;10;963;2;20;1;2;1;1;3;PLDP
R3;741;0235;SKOFIJE MEJNI PREHOD  -  SKOFIJE;0;1.000;;;P;6.600;50;6.465;3;50;15;15;1;1;13;PLDP
R3;741;0235;SKOFIJE - R.SKOFIJE;1.000;2.055;686;Spodnje Skofije;QLTC8;12.033;306;10.964;34;661;33;25;1;9;42;PLDP
R3;741;1487;DEKANI - PRIKLJ. LUKA KOPER;0;2.215;;;P;2.600;20;2.448;60;25;25;15;2;5;42;PLDP
R3;741;3751;BERTOKI – KP (SKOCJAN);0;2.417;935;Bertoki;QLTC10;8.554;272;7.635;11;549;44;34;2;7;38;PLDP
R3;742;4806;PODPEC - VNANJE GORICE;0;4.390;691;Notranje Gorice;QLTC8;5.216;76;4.571;69;357;50;53;8;32;92;PLDP
R3;742;4806;VNANJE GORICE - BREZOVICA;4.390;6.911;562;Brezovica 2;QLTC10;8.733;69;7.831;71;586;69;58;17;32;105;PLDP
R3;744;2346;STORE - LASKA VAS;0;2.210;786;Kompole;R 10x4;2.000;17;1.813;7;105;40;14;2;2;21;PLDP
R3;744;2346;LASKA VAS  -  SVETINA;2.210;8.400;;;P;700;5;655;10;15;10;5;0;0;9;PLDP
R3;744;2346;SVETINA  -  BRSTNIK;8.400;13.600;585;Svetina;R 10x4;280;6;248;4;12;8;1;1;0;4;PLDP
R3;744;2346;BRSTNIK  -  LASKO;13.600;16.792;787;Jagoce;R 10x4;780;9;707;0;44;14;6;0;0;6;PLDP
R3;745;4116;JANEZOVCI - DOLGE NJIVE;0;9.200;767;Drstelja;R 10x4;840;10;750;14;39;25;2;0;0;12;PLDP
R3;745;4118;DOLGE NJIVE - SPODNJI DUPLEK;0;7.520;;;P;900;10;884;0;6;0;0;0;0;0;PLDP
R3;746;2407;STARI TRG - LOSKI POTOK;0;11.920;;;P;100;5;92;0;3;0;0;0;0;0;PLDP
R3;747;4120;LENART - SVETA TROJICA;0;3.284;597;Sveta Trojica v Slov. Goricah;MWTC1;1.152;5;1.060;5;44;28;6;2;2;13;PLDP
R3;747;2805;SV. TROJICA-COGETINCI - SP.IVANJCI;0;9.498;596;Spodnji Ivanjci - 3;MWTC1;1.006;7;819;20;69;37;39;3;12;45;PLDP
R3;748;2412;VELIKE LASCE - M SLEVICA;0;3.000;;;P;1.000;10;933;3;50;4;0;0;0;2;PLDP
R3;748;2412;M SLEVICA - LUZARJI;3.000;11.400;;;P;200;5;188;2;5;0;0;0;0;1;PLDP
R3;748;2412;LUZARJI - NOVA VAS;11.400;18.017;;;P;800;15;751;2;30;2;0;0;0;1;PLDP
R3;749;8616;VOSEK - JUROVSKI DOL;0;8.605;;;P;700;10;414;20;140;40;16;25;35;62;PLDP
R3;749;4109;JUROVSKI DOL - LENART;0;7.164;698;Jurovski Dol;R 09x4;910;23;807;18;33;21;5;1;2;16;PLDP
R3;750;7709;SLOVENSKA VAS - SENTRUPERT;0;2.174;;;P;800;5;739;20;20;10;5;0;1;14;PLDP
R3;751;5507;NIZKA - RECICA OB SAVINJI;0;905;;;P;1.700;10;1.310;50;150;60;50;30;40;102;PLDP
R3;752;7206;ARCLIN - LJUBECNA;0;4.011;740;Ljubecna 2;QLTC10;4.822;57;4.288;14;354;39;52;6;12;52;PLDP
R3;752;1403;LJUBECNA - BUKOVZLAK;0;1.887;694;Ljubecna;QLTC10;5.633;26;4.677;6;569;110;85;40;120;169;PLDP
R3;752;7208;BUKOVZLAK - TEHARJE;0;2.101;;;P;2.500;10;2.408;2;50;15;10;5;0;12;PLDP
R3;753;1544;VOLCE - SOLARJI;0;9.103;12;Orehovje;R 11x4;135;4;121;1;6;1;1;1;0;2;PLDP
R3;754;1493;PLANINA-UNEC;0;4.400;;;P;950;10;926;0;10;2;1;1;0;2;PLDP
RT;901;1001;RATECE - PLANICA;0;2.000;779;Planica;R 10x4;800;10;719;7;32;28;3;0;1;11;PLDP
RT;902;1019;STRMEC - MANGART;0;11.710;537;Mangart;R 07x1;50;28;22;0;0;0;0;0;0;0;PLDP
RT;903;1021;IDRSKO - LIVEK;0;6.960;39;Livek;R 11x4;170;8;154;0;6;1;1;0;0;1;PLDP
RT;904;1093;JEZERO - ZLATOROG;0;4.200;240;Bohinjsko jezero;R 08x4;1.500;49;1.300;52;81;10;6;1;1;29;PLDP
