Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip   stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov < 3,5t;Sr. tov  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;Tip
R2;419;1206;KRIZAJ - CATEZ OB SAVI;0;12.868;297;Zupeca vas;QLD6;2.839;36;2.482;31;180;27;46;18;19;65;DIST
R2;420;1335;BREZICE - DOBOVA;0;4.500;368;Mostec;QLD6;3.828;33;3.439;21;253;29;32;9;12;44;PLDP
R2;420;1335;DOBOVA - M.P. RIGONCE;4.500;6.813;676;MP Rigonce;QLD*;1.051;12;983;3;43;5;3;1;1;5;PLDP
R2;421;2506;RUCETNA VAS - STREKLJEVEC;0;7.209;460;Semic;QLD6;2.645;15;2.349;20;159;24;44;18;16;57;PLDP
R2;421;2507;STREKLJEVEC - JUGORJE;0;5.890;469;Osojnik;QLD5;1.279;9;1.104;11;60;29;43;12;11;41;PLDP
R2;422;1333;PODSREDA - SENOVO;0;7.000;365;Veliki Kamen;QLD5;1.302;17;1.132;11;60;25;39;8;10;35;WIM
R2;422;1333;SENOVO - BRESTANICA;7.000;16.154;364;Senovo;QLD6;5.347;25;4.901;29;271;26;51;21;23;71;DIST
R2;423;1226;SENTJUR - CRNOLICA;0;2.330;757;Crnolica;QLD6;7.339;42;6.659;33;358;73;106;26;42;124;PLDP
R2;423;1281;CRNOLICA - LESICNO;0;18.149;271;Jelce;QLD5;1.197;15;1.034;13;73;22;30;2;8;27;PLDP
R2;423;1282;LESICNO - SONOVO;0;3.300;292;Sonovo;R 10x4;1.320;15;1.157;13;65;35;25;5;5;31;PLDP
R2;423;1282;SONOVO - PODSREDA;3.300;10.020;333;Kozje;QLD5;1.261;14;1.058;18;90;36;27;7;11;35;PLDP
R2;423;1283;PODSREDA - BISTRICA;0;6.720;335;Podsreda 2;R 09x4;880;10;741;10;55;35;15;10;4;28;PLDP
R2;423;1243;BISTRICA OB SOTLI - MP BISTRICA;0;1.050;411;MP Bistrica ob Sotli;QLD6;426;5;376;1;13;3;6;13;9;18;PLDP
R2;424;1166;BOSTANJ - ORESJE/SEVNICI;0;5.700;;;P;1.750;10;1.568;10;80;40;30;5;7;35;PLDP
R2;424;1166;ORESJE/SEVNICI - PLANINA;5.700;21.006;186;Podgorje;QLD5;542;6;450;7;41;12;21;2;3;17;PLDP
R2;424;1170;PLANINA - DEZNO;0;1.115;;;P;430;5;343;5;35;10;20;5;7;22;PLDP
R2;424;1225;DEZNO - CRNOLICA;0;11.800;313;Dobje;QLD6;2.247;13;1.995;9;135;17;45;10;23;50;PLDP
R2;425;1265;POLJANA - MEZICA;0;3.310;323;Poljana;QLD5;5.123;39;4.526;50;268;72;82;46;40;118;WIM
R2;425;1265;MEZICA - CRNA;3.310;11.420;579;Mezica;QLD6;3.255;15;2.818;43;216;28;46;22;67;102;PLDP
R2;425;1265;CRNA - SENTVID;11.420;23.786;434;Javorje;QLD5;353;15;292;1;21;4;15;3;2;10;PLDP
R2;425;1266;SENTVID - SOSTANJ;0;16.605;324;Sentvid;R 11x4;1.500;20;1.352;15;70;25;15;3;0;21;PLDP
R2;425;1267;SOSTANJ - PESJE;0;1.835;167;Sostanj;QLTC10;11.313;85;10.139;63;695;113;132;22;64;169;PLDP
R2;425;1419;PESJE - VELENJE;0;3.790;166;Pesje;QLTC10;11.435;89;10.169;91;690;151;108;52;85;208;PLDP
R2;426;1269;PESJE - GORENJE;0;6.100;168;Lokovica;QLD6;6.197;61;5.514;36;369;45;74;46;52;123;PLDP
R2;426;7949;GORENJE  -  RECICA;0;4.220;35;Paska vas;QLD6;3.984;23;3.596;25;229;34;36;14;27;61;PLDP
R2;426;7949; RECICA - LETUS;4.220;5.795;176;Recica ob Paki;QLD5;3.422;46;2.981;22;212;46;69;19;27;74;PLDP
R2;427;1351;LATKOVA VAS - PREBOLD;0;3.000;741;Latkova vas;QLD6;5.254;48;4.774;33;307;28;40;8;16;55;PLDP
R2;427;1351;PREBOLD - SPODNJE GABRSKO;3.000;17.800;439;Podmeja;QLD5;1.102;31;994;2;43;15;15;0;2;10;PLDP
R2;427;1351;SPODNJE GABRSKO - TRBOVLJE;17.800;19.617;;;P;6.100;35;5.780;50;120;40;40;15;20;71;PLDP
R2;428;1249;RADMIRJE - LUCE;0;12.165;202;Ljubno;QLD6;2.100;49;1.818;18;148;17;28;11;11;39;PLDP
R2;428;1250;LUCE - SESTRE LOGAR;0;13.800;201;Robanov Kot;QLD;789;12;687;15;55;7;10;1;2;14;PLDP
R2;428;1252;S.LOGAR - PAVLICEVO SEDLO;0;7.453;;;P;35;2;27;2;4;0;0;0;0;1;PLDP
R2;429;1245;VISNJA VAS - STRMEC;0;1.600;321;Visnja vas;QLD6;6.388;63;5.835;34;338;44;47;12;15;64;WIM
R2;429;1245;STRMEC - DOBRNA;1.600;7.520;348;Lemberg;QLD6;3.653;52;3.278;26;213;27;31;13;13;48;DIST
R2;429;1154;ODCEP V DOBRNO;0;1.695;;;P;2.850;50;2.572;25;150;25;15;6;7;31;PLDP
R2;429;1422;DOBRNA - CRNOVA;0;3.400;320;Crnova 2;QLTC10;3.577;51;3.221;9;209;33;31;10;13;40;PLDP
R2;430;0273;MB(PTUJSKA) - MB(TRZASKA);0;1.490;;;P;20.100;80;17.665;200;1.250;270;125;100;410;520;PLDP
R2;430;0273;MB(TRZASKA) - HOCE;1.490;4.860;;;P;34.500;130;31.000;210;2.000;360;210;130;460;635;PLDP
R2;430;0381;HOCE  - SLIVNICA;0;965;17;Hoce;QLTC8;30.189;124;26.736;157;2.072;312;190;119;479;598;PLDP
R2;430;0274;SLIVNICA - FRAM;0;4.810;906;Radizel;QLD6;7.800;116;7.194;53;363;24;35;8;7;54;WIM
R2;430;0274;FRAM - SL.BISTRICA;4.810;13.060;38;Bukovec;QLD5;6.356;107;5.713;53;336;68;60;6;13;68;DIST
R2;430;1452;ODCEP PRIKLJ. SL. BISTRICA S ;0;1.080;570;Brinje;R 11x4;4.100;50;3.681;15;190;90;24;15;35;68;PLDP
R2;430;0275;SL.BISTRICA ;0;2.626;;;P;13.800;130;13.025;60;240;225;60;20;40;138;PLDP
R2;430;0276; SL.BISTRICA - LOZNICA;0;1.593;569;Slovenska Bistica;QLTC8;7.725;128;6.763;49;488;156;79;21;41;130;PLDP
R2;430;0277;LOZNICA - TEPANJE;0;7.910;608;Vrhole;QLD6;2.939;85;2.441;27;181;77;80;16;32;97;PLDP
R2;430;0278;TEPANJE - SL.KONJICE;0;3.154;48;Dobrnez;QLTC10;10.546;134;9.113;58;783;191;78;46;143;220;PLDP
R2;430;0279;SL.KONJICE ;0;815;;;P;11.400;130;9.875;140;740;200;155;40;120;277;PLDP
R2;430;0280;SL.KONJICE - DOBRAVA;0;3.000;49;Zece 2;QLTC10;11.344;133;9.960;92;731;188;89;37;114;170;DIST
R2;430;0280;DOBRAVA - STRANICE;3.000;5.160;56;Zece;QLTC10;8.298;124;7.186;58;568;161;70;31;100;137;DIST
R2;430;0281;STRANICE - VISNJA VAS;0;10.200;67;Stranice;QLD6;5.625;89;4.852;52;340;84;92;28;88;124;WIM
R2;430;0282;VISNJA VAS - CELJE AC;0;6.100;68;Vojnik;QLTC10;14.717;149;13.205;84;871;175;114;30;89;159;DIST
R2;430;0282;CELJE AC - CELJE;6.100;8.042;695;CE Hudinja;QLTC10;26.739;131;23.497;137;1.765;389;193;135;492;624;PLDP
R2;431;1350;GORNJI DOLIC - STRANICE;0;18.621;377;Vitanje;QLD6;2.555;33;2.182;17;211;34;39;10;29;58;PLDP
R2;432;1440;ROGATEC;0;170;414;MP Rogatec;QLD;1.554;8;1.396;8;66;14;22;18;22;42;PLDP
R2;432;1284;ROGATEC - MAJSPERK;0;16.081;336;Stoperce;QLD;971;15;855;9;59;8;14;5;6;19;PLDP
R2;432;1411;MAJSPERK ;0;480;;;P;3.100;25;2.605;45;260;120;20;10;15;69;PLDP
R2;432;1285;MAJSPERK - APASKI KRIZ;0;7.542;441;Lovrenc;QLD6;4.937;54;4.499;33;235;32;43;18;23;68;PLDP
R2;432;6276;APASKI KRIZ  -  KIDRICEVO;0;2.874;586;Kidricevo;QLD6;5.495;22;4.917;36;323;63;80;18;36;102;PLDP
R2;433;1287;SENARSKA - LENART;0;4.014;442;Lenart vzhod;QLD5;3.779;43;3.436;26;163;45;40;9;17;50;PLDP
R2;433;1288;LENART - KRIZ. SV.ANA;0;4.700;339;Zerjavci;QLD5;3.785;26;3.454;24;130;65;58;14;14;60;PLDP
R2;433;1288;KRIZ. SV.ANA - ZG.SCAVNICA;4.700;11.200;28;Zgornja Scavnica 1;R 11x4;1.450;11;1.357;6;45;10;6;10;5;17;PLDP
R2;433;1288;ZG.SCAVNICA - TRATE;11.200;15.950;29;Zgornja Scavnica 2;R 11x4;1.700;10;1.596;6;55;15;5;8;5;16;PLDP
R2;433;1289;TRATE - MOST CEZ MURO;0;2.040;27;Trate;R 11x4;2.000;14;1.876;17;65;12;3;6;7;19;PLDP
R2;433;1289;MOST CEZ MURO - MP TRATE;2.040;2.120;144;MT Trate;QLD;3.281;20;3.183;0;78;0;0;0;0;0;PLDP
R2;434;1352;RADLJE - RADELJSKI PRELAZ;0;6.160;668;MT Radelj;QLD5;969;36;749;5;61;23;37;22;36;57;PLDP
R2;435;1431;MARIBOR - RUSE;0;9.119;706;Laznica;QLTC8;9.025;77;8.190;41;510;67;66;20;54;110;PLDP
R2;435;1439;RUSE - SELNICA;0;3.198;710;Selnica;QLD5;3.773;44;3.305;16;204;89;74;12;29;76;PLDP
R2;436;0440;DOLJNA POCEHOVA ;0;931;;;P;6.100;75;5.475;40;360;50;50;20;30;83;PLDP
R2;436;1328;POCEHOVA - ZG.KUNGOTA;0;6.870;429;Zgornja Kungota;QLD;4.127;33;3.790;39;203;22;28;5;7;42;PLDP
R2;436;1329;ZG.KUNGOTA - JURIJ;0;5.565;553;MT Jurij;QLD5;621;21;544;1;31;9;11;3;1;10;PLDP
R2;437;0267;SENTILJ;0;1.620;664;MT Sentilj SC;QLTC8;4.354;49;3.676;15;276;36;16;41;245;200;PLDP
R2;437;0268;SENTILJ - PESNICA;0;7.730;628;Ranca;QLD6;3.730;46;3.341;28;222;35;33;6;19;51;PLDP
R2;437;0268;PESNICA - RONDO POCEHOVA;7.730;10.432;;;P;7.050;45;6.180;70;450;135;80;35;55;153;PLDP
R2;438;1306;SENTILJ - TRATE;0;13.409;350;Selnica ob Muri;QLD6;2.018;24;1.745;22;110;13;15;22;67;75;PLDP
R2;438;1307;TRATE - GORNJA RADGONA;0;15.579;361;Apace;QLD6;2.781;28;2.514;16;155;18;25;12;13;39;PLDP
R2;439;1299;KOBILJE - DOBROVNIK;0;7.730;493;Kobilje;R 07x1;830;5;738;10;55;15;5;1;1;11;PLDP
R2;439;1300;DOBROVNIK - RENKOVCI;0;4.230;45;Dobrovnik;R 11x4;1.150;10;986;13;80;21;30;5;5;31;PLDP
R2;439;1301;RENKOVCI - BELTINCI;0;6.502;346;Renkovci;QLD5;1.729;20;1.559;11;82;21;27;3;6;26;PLDP
R2;439;1302;BRATONCI - DOKLEZOVJE;0;3.800;53;Bratonci;R 07x4;2.400;35;2.080;15;130;70;35;15;20;60;PLDP
R2;439;1302;DOKLEZOVJE - KRIZEVCI;3.800;9.490;347;Doklezovje;QLD6;4.376;41;3.896;28;276;46;52;11;26;70;WIM
R2;439;1303;KRIZEVCI - ZIHLAVA;0;11.630;357;Berkovci;R 09x4;970;25;785;5;80;10;40;10;15;40;PLDP
R2;439;1304;ZIHLAVA - VIDEM;0;2.950;587;Jamna;QLD6;2.185;23;1.900;15;155;25;35;14;18;49;DIST
R2;439;1305;SV. JURIJ OB SCAVNICI - CERKVENJAK;0;6.986;349;Kraljevci;QLD5;648;10;560;17;35;12;12;1;1;16;PLDP
R2;439;1525;CERKVENJAK - PRIKLJ.CERKVENJAK;0;1.880;;;P;1.500;10;1.347;15;80;20;25;2;1;25;PLDP
R2;439;1525;PRIKLJ. CERKVENJAK - SENARSKA;1.880;6.735;;;P;910;7;801;5;60;15;20;1;1;16;PLDP
R2;440;1294;PETANJCI - GEDEROVCI;0;3.301;443;Sodisinci;QLD6;1.357;15;1.179;4;81;11;23;9;35;43;PLDP
R2;440;1295;GEDEROVCI - SKAKOVCI;0;3.370;444;Krajna;R 10x4;2.720;20;2.400;20;150;55;30;15;30;63;PLDP
R2;440;1295;SKAKOVCI - CANKOVA;3.370;6.080;;;P;2.570;15;2.265;20;145;50;20;20;35;63;PLDP
R2;440;1296;CANKOVA - VECESLAVCI;0;8.500;344;Cankova;QLD5;3.651;15;3.307;25;142;41;56;24;41;87;PLDP
R2;440;1296;VECESLAVCI - SOTINA;8.500;15.200;681;Sveti Jurij;QLD6;2.448;24;2.180;17;121;14;27;19;46;64;PLDP
R2;440;1296;SOTINA - MP KUZMA;15.200;16.025;666;MT Kuzma;QLD5;1.085;11;941;6;48;8;14;21;36;47;PLDP
R2;441;1298;MURSKA SOBOTA ;0;1.000;;;P;11.200;45;10.730;55;270;40;25;15;20;66;PLDP
R2;441;1298;MURSKA SOBOTA - VESCICA;1.000;4.000;345;Cernelavci;QLD6;8.905;41;8.419;35;344;21;23;10;12;44;PLDP
R2;441;1298;VESCICA - GEDEROVCI;4.000;10.200;334;Gederovci;QLD6;5.288;34;4.872;24;234;22;29;18;55;75;DIST
R2;441;1298;GEDEROVCI - MP GEDEROVCI;10.200;10.931;142;MT Gederovci;QLD6;3.992;29;3.677;8;176;10;15;17;60;61;WIM
R2;442;1318;MARTJANCI - MORAVSKE TOPLICE;0;3.970;44;Martjanci;QLD*;5.278;30;4.859;35;269;30;41;5;9;50;PLDP
R2;442;1318;MORAVSKE TOPLICE - DOBROVNIK;3.970;13.712;494;Filovci;QLD6;1.695;22;1.517;18;89;13;25;5;6;30;PLDP
R2;442;1319;DOBROVNIK - RONDO DOLGA VAS;0;10.402;358;Mostje;QLD6;2.110;21;1.930;12;100;14;21;5;7;26;PLDP
R2;443;1397;LIPOVCI - BRATONCI;0;1.348;146;Lipovci;QLTC10;11.364;55;10.158;73;624;115;114;53;172;252;PLDP
R2;443;0320;BRATONCI - BELTINCI;0;2.261;;;P;7.100;35;6.055;50;420;380;90;30;40;186;PLDP
R2;443;0321;BELTINCI - CRENSOVCI;0;5.820;87;Odranci;QLD6;3.795;27;3.437;33;197;19;42;15;25;64;PLDP
R2;443;0369;CRENSOVCI ;0;409;;;P;3.650;30;3.280;35;180;40;50;10;25;70;PLDP
R2;443;0322;CRENSOVCI - DOL.LAKOS;0;14.052;88;Hotiza;QLD6;2.771;22;2.486;36;148;17;31;6;25;54;PLDP
R2;443;1488;DOL. LAKOS - LENDAVA;0;1.365;907;Lendava;QLD6;2.915;13;2.690;19;147;14;22;3;7;28;PLDP
R2;443;1320;LENDAVA - DOLINA;0;6.240;;;P;2.100;10;1.943;5;100;15;20;2;5;20;PLDP
R2;443;1320;DOLINA - MP PINCE;6.240;6.495;675;MT Pince;QLD5;412;10;368;3;18;5;6;0;2;6;PLDP
R2;444;0344;RAZDRTO - MANCE;0;13.470;644;Podgric;QLD6;745;36;477;21;48;25;61;29;48;93;PLDP
R2;444;0345;MANCE - VIPAVA;0;1.429;735;Gradisce pri Vipavi;QLD6;3.655;58;3.090;31;244;54;88;37;53;124;PLDP
R2;444;1473;VIPAVA ;0;1.400;;;P;5.200;80;4.650;35;240;80;70;15;30;94;PLDP
R2;444;1473;VIPAVA - AJDOVSCINA;1.400;7.040;624;Log pri Vipavi;QLD5;5.741;77;5.232;41;239;80;54;8;10;74;WIM
R2;444;0387;AJDOVSCINA  (OBVOZNICA) ;0;1.960;917;Ajdovscina;QLTC10;4.259;33;3.444;4;348;64;63;71;232;235;PLDP
R2;444;0346;AJDOVSCINA - SELO;0;8.550;688;Ajdovscina 2;QLD6;6.944;86;6.326;46;382;41;41;9;13;62;PLDP
R2;444;0347;SELO - TRI HISE;0;8.600;81;Ozeljan;QLD6;5.064;60;4.651;34;246;30;29;6;8;44;PLDP
R2;444;0347;TRI HISE - AJSEVICA;8.600;10.600;699;Tri hise;QLTC10;9.714;91;8.523;48;679;144;71;39;119;183;PLDP
R2;444;0347;AJSEVICA  -  NOVA GORICA;10.600;15.350;558;Rozna dolina;QLD6;3.312;41;2.929;24;199;35;41;14;29;65;PLDP
R2;444;0365;NOVA GORICA;0;690;;;P;10.100;190;9.520;70;200;40;20;20;40;85;PLDP
R2;444;0348;N.GORICA - ROZNA DOLINA;0;130;654;MT Rozna Dolina;QLD5;10.079;189;9.741;4;100;14;29;2;0;20;PLDP
R2;445;0349;SENOZECE - STORJE;0;8.700;25;Senadolice;QLD6;1.704;26;1.469;13;116;24;28;10;18;42;PLDP
R2;445;0349;STORJE - SEZANA;8.700;14.185;613;Storje;QLD6;2.572;25;2.293;19;160;26;27;7;15;41;PLDP
R2;445;0350;SEZANA - FERNETICI;0;1.800;782;Sezana 3 ;QLTC10;10.373;145;9.514;25;524;67;38;8;52;81;PLDP
R2;445;0350;FERNETICI - MP FERNETICI;1.800;2.928;;;P;9.920;140;9.041;24;440;45;30;40;160;159;PLDP
R2;446;1016;SEZANA - DIVACA;0;9.645;206;Sezana;QLD6;3.320;67;2.993;26;163;33;22;5;11;39;PLDP
R2;447;0286;MEDLOG - PETROVCE;0;3.306;69;Dresinja vas;QLTC10;15.316;159;13.906;111;822;131;91;32;64;179;PLDP
R2;447;0287;PETROVCE - ZALEC;0;1.519;;;P;14.100;145;12.710;95;820;180;60;30;60;163;PLDP
R2;447;0367;ZALEC - VRBENSKO POLJE;0;2.220;904;Zalec TUS;QLTC10;12.361;150;11.140;66;741;113;72;24;55;136;PLDP
R2;447;0367;VRBENSKO POLJE - SEMPETER;2.220;5.980;609;Sempeter;QLTC10;13.961;162;12.642;95;796;123;68;23;52;146;PLDP
R2;447;0288;SEMPETER - LATKOVA VAS;0;591;;;P;8.600;155;7.420;100;640;145;60;25;55;152;PLDP
R2;447;0289;LATKOVA VAS - SENTRUPERT;0;1.420;;;P;7.600;150;6.365;75;650;150;80;50;80;183;PLDP
R2;447;0290;SENTRUPERT - VRANSKO;0;9.000;64;Tabor;QLD6;4.869;111;4.011;44;303;125;154;44;77;149;DIST
R2;447;0290;VRANSKO - LOCICA;9.000;11.905;915;Vransko;QLTC8;4.243;130;3.386;37;391;124;49;26;100;109;DIST
R2;447;0291;LOCICA - TROJANE;0;6.066;71;Trojane 2;QLTC10;2.622;108;2.019;25;244;89;35;21;81;83;DIST
R2;447;0292;TROJANE - LUKOVICA;0;15.000;72;Trojane;QLTC10;3.170;92;2.333;54;298;145;43;33;172;152;DIST
R2;447;0292;LUKOVICA  -  ZELODNIK;15.000;21.857;332;Sentvid;QLD6;5.347;83;4.485;61;350;108;144;37;79;145;WIM
R2;447;0293;ZELODNIK - DOMZALE;0;4.285;610;Zelodnik;QLTC10;8.975;121;7.526;88;670;252;137;51;130;204;DIST
R2;447;0294;DOMZALE - STOB;0;1.560;916;Domzale;QLTC10;11.318;91;10.049;25;845;138;67;33;70;136;PLDP
R2;447;0294;STOB - TRZIN;1.560;2.603;54;Depala vas;QLTC10;16.604;128;14.824;116;1.197;160;71;34;74;184;DIST
R2;448;1196;IVANCNA GORICA - GRM;0;5.789;289;Ivancna Gorica;QLTC10;6.661;50;5.721;25;412;140;113;68;132;364;WIM
R2;448;1197;GRM - PLUSKA;0;8.298;564;Medvedjek;R 11x4;1.400;30;1.175;5;100;45;15;10;20;37;PLDP
R2;448;1160;PLUSKA - PRIKLJ. TREBNJE Z;0;1.126;;;P;1.100;30;855;10;100;50;10;10;35;47;PLDP
R2;448;0220;PRIKLJ. TREBNJE Z - TREBNJE;0;4.005;55;Trebnje 2;QLTC8;5.514;34;4.693;26;476;81;48;50;106;149;PLDP
R2;448;0221;GRM - SENTJURIJ;0;5.318;634;Trebnje;QLD5;1.767;24;1.536;8;131;32;25;5;6;25;PLDP
R2;448;1510;SENTJURIJ - PRIKLJ. NM ZAHOD;0;5.756;147;Karteljevo;R 11x4;1.500;20;1.380;2;30;25;25;10;8;30;PLDP
R2;448;0222;PRIKLJ. NM ZAHOD - LOCNA;0;2.325;;;P;850;10;814;2;8;5;5;2;4;8;PLDP
R2;448;1512;NOVO MESTO (LOCNA - MACKOVEC);0;935;566;Mackovec 2;QLTC10;7.072;40;6.459;62;368;52;35;27;29;89;PLDP
R2;448;0223;MACKOVEC - LESNICA;0;880;922;Mackovec;QLTC10;9.483;62;8.825;48;439;39;41;15;14;67;PLDP
R2;448;0223;LESNICA - OTOCEC;880;3.878;400;Otocec;QLD5;8.608;50;8.309;37;43;77;62;14;16;70;PLDP
R2;448;0224;OTOCEC - KRONOVO;0;2.115;919;Gorenje Kronovo;QLD6;6.123;46;5.621;29;326;31;38;14;18;58;PLDP
R2;448;1513;KRONOVO - DOLENJE KRONOVO;0;715;;;P;7.050;45;6.525;30;320;40;40;20;30;72;PLDP
R2;448;1514;DOLENJE KRONOVO - GOR. GOMILA;0;2.750;799;Draga;QLD6;2.878;34;2.627;13;146;18;23;11;6;31;PLDP
R2;448;1514;GOR.GOMILA - DOBRAVA;2.750;5.374;;;P;890;20;762;10;60;15;10;8;5;20;PLDP
R2;449;0314;PESNICA - LENART;0;12.900;84;Mocna;QLD5;4.060;65;3.660;29;167;70;53;8;8;54;WIM
R2;449;1543;PRIKLJ. LENART - LENART;0;1.442;793;Lenart;QLTC10;11.456;78;9.999;80;748;176;82;91;202;293;PLDP
R2;449;0315;LENART - GORNJA RADGONA;0;17.556;85;Ihova;QLTC10;3.825;44;3.070;52;307;107;51;52;142;185;WIM
R2;449;0316;GORNJA RADGONA;0;1.941;794;Podgrad pri G. Radgoni;QLTC8;7.125;75;6.097;71;461;122;87;60;152;231;PLDP
R2;450;1404;HOCE - PRIKLJ.  ROGOZA;0;1.570;905;Rogoza;QLTC10;7.733;51;6.576;31;599;115;98;51;212;250;PLDP
R2;450;1404;PRIKLJ.  ROGOZA - LETALISCE MARIBOR;1.570;4.460;;;P;1.100;25;866;25;150;30;2;1;1;19;PLDP
R2;451;1448;ARJA VAS - ZALEC;0;2.090;70;Zalec;QLD5;7.196;39;6.294;47;341;170;149;68;88;222;WIM
R2;452;0368;HRUSICA - PLAVZ;0;2.450;530;Jesenice zahod;QLD5;7.074;89;6.256;207;273;88;68;29;64;206;DIST
R2;452;0368;PLAVZ - JESENICE;2.450;4.250;;;P;11.800;120;10.870;200;350;95;70;25;70;198;PLDP
R2;452;0368;JESENICE - JAVORNIK;4.250;6.400;531;SL Javornik;QLTC10;14.874;143;13.489;182;724;135;71;24;106;315;DIST
R2;452;0206;JAVORNIK - ZIROVNICA;0;5.013;603;Moste pri Zirovnici;QLD5;6.913;97;6.232;91;273;72;55;32;61;182;DIST
R2;452;0207;ZIROVNICA - LESCE;0;4.957;557;Vrba ;QLD5;7.429;78;6.758;70;295;74;60;30;64;175;DIST
R2;452;0208;LESCE - RADOVLJICA;0;2.820;632;Radovljica;QLD6;7.239;107;6.511;15;469;48;53;8;28;93;WIM
R2;452;0208;RADOVLJICA - PODVIN;2.820;5.400;697;Radovljica 2;QLD5;3.292;72;2.896;93;179;26;21;2;3;78;DIST
R2;452;0208;PODVIN - CRNIVEC;5.400;7.423;773;Podvin;R 10x4;3.540;60;3.215;85;130;30;10;5;5;53;PLDP
R2;454;1400;MB AC - MIKLAVZ;0;3.000;20;Miklavz sever;QLTC8;13.057;96;11.940;101;726;93;55;15;31;118;PLDP
R2;454;1400;MIKLAVZ - HAJDINA;3.000;17.670;606;Starse;QLD6;5.752;47;5.268;66;255;38;43;13;22;79;PLDP
R2;454;1519;ZLATOLICJE – PRIKLJ. ZLATOLICJE ;0;1.560;;;P;1.000;2;879;4;30;20;41;9;15;41;PLDP
R2;454;1495;HAJDINA  (Mariborska c.- Gomile) ;0;2.060;639;Zgornja Hajdina;QLTC10;10.861;79;9.702;45;687;119;77;40;112;176;PLDP
R3;601;7507;BORJANA - PODBELA;0;2.800;;;P;180;4;167;2;5;1;1;0;0;2;PLDP
R3;601;7507;PODBELA - ROBIDISCE;2.800;9.735;;;P;60;2;55;0;3;0;0;0;0;0;PLDP
R3;602;1032;STARO SELO - BREGINJ-MOST;0;15.901;93;Staro selo - Breginj;R 08x1;900;5;821;8;40;15;10;0;1;12;PLDP
R3;603;1041;MOST NA SOCI - USNIK;0;4.271;532;Kozarsce;QLD5;980;34;833;4;46;26;25;4;8;23;PLDP
R3;604;5701;ROCINJ - LIG;0;9.995;528;Rocinj;R 11x4;220;3;199;0;14;2;1;1;0;2;PLDP
R3;605;5702;KAMBRESKO - SOLARJI;0;10.770;529;Kambresko;R 11x4;80;3;71;0;5;1;0;0;0;0;PLDP
R3;605;5702;SOLARJI - LIVEK;10.770;19.538;;;P;60;5;53;0;2;0;0;0;0;0;PLDP
R3;605;1545;SOLARJI-MEJA ITALIJA;0;324;;;P;40;2;36;0;2;0;0;0;0;0;PLDP
R3;606;5703;KANAL - LIG-MISCEK-NEBLO;0;35.376;455;Kanal;R 11x4;330;7;301;2;16;3;1;0;0;2;PLDP
R3;607;5723;PREVAL - GRGAR-CEPOVAN;0;14.133;98;Grgar;R 08x1;780;10;703;4;45;16;2;0;0;6;PLDP
R3;608;1067;SOLKAN - GRGAR;0;3.000;599;Solkan 2;QLD5;3.594;40;3.253;10;182;51;48;3;7;37;PLDP
R3;608;1067;GRGAR - LOKVE;3.000;19.400;225;Solkan - Lokve;R 11x4;1.300;45;1.113;8;84;30;15;5;0;20;PLDP
R3;608;1065;LOKVE - CEPOVAN;0;5.440;224;Lokve;R 08x4;190;15;155;0;13;3;1;1;2;3;PLDP
R3;608;1068;CEPOVAN - DOL.TREBUSA;0;10.870;449;Dolenja Trebusa 2;R 08x4;310;20;261;0;22;5;1;1;0;2;PLDP
R3;609;2117;AJDOVSCINA - PREDMEJA;0;12.996;456;Lokavec;R 06x1;660;20;594;2;30;10;4;0;0;5;PLDP
R3;609;1064;PREDMEJA - LOKVE;0;11.575;;;P;120;15;91;1;4;9;0;0;0;2;PLDP
R3;609;1066;CEPOVAN - MOST NA SOCI;0;13.220;534;Lazi;R 11x4;190;7;171;0;7;2;3;0;0;2;PLDP
R3;610;1370;D.TREBUSA - SP.IDRIJA;0;21.990;390;Dolenja Trebusa;R 08x4;140;3;126;0;9;1;1;0;0;1;PLDP
R3;610;1371;PECNIK(MAROF) - ZIRI;0;10.546;;;P;1.000;8;938;9;24;8;8;3;2;13;PLDP
R3;611;1024;DORNBERK - SELO;0;5.150;208;Batuje;QLD5;1.841;23;1.624;10;108;34;32;4;6;28;PLDP
R3;612;1042;PLAVE - GONJACE;0;6.190;213;Plave;R 09x1;840;25;687;8;50;10;60;0;0;35;PLDP
R3;613;1437;AJSEVICA - KROMBERK;0;3.100;209;Kromberk;QLTC10;12.733;101;11.416;36;837;147;68;32;96;159;PLDP
R3;613;1437;KROMBERK - NOVA GORICA;3.100;3.960;;;P;18.000;100;16.110;70;880;455;135;130;120;345;PLDP
R3;614;1046;PRIKLJ. SEMPETER - SEMPETER (POLJE);0;1.086;;;P;2.500;60;2.235;5;100;30;40;10;20;47;PLDP
R3;614;5733;SEMPETER (POLJE) - VRTOJBA;0;860;;;P;3.000;50;2.600;5;200;35;80;15;15;68;PLDP
R3;614;1550;VRTOJBA -  D.VRTOJBA;0;1.300;;;P;7.100;50;6.285;20;500;70;100;20;55;119;PLDP
R3;614;1550;D.VRTOJBA -  GORNJI MIREN;1.300;3.064;908;Vrtojba;QLD6;7.163;55;6.377;21;457;66;115;20;52;125;PLDP
