Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Tip pr. odseka;Tip avt. števca;Leto roč. (avt.) štetja;Ime števnega mesta;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.
R2;402;1426;SOLKAN-GONJAČE;0;10.396;219;O;QLD5;04x4;Podsabotin;3.582;29;3.342;11;125;46;21;8
R2;402;1465;GONJAČE-DOBROVO;0;4.655;;P;;;;3.300;13;3.106;20;100;40;10;10
R2;402;1045;DOBROVO-NEBLO;0;2.700;;P;;;;2.500;10;2.344;15;80;35;10;6
R2;402;1045;NEBLO-MP NEBLO;2.700;4.820;550;O;QLD5;;MP Neblo;1.049;16;961;1;62;4;5;0
R2;403;1071;BAČA-KNEŽA;0;6.153;108;O;QLD5;;Bača;1.154;26;1.032;3;51;19;18;5
R2;403;1072;KNEŽA-PODBRDO;0;15.734;;P;;;;800;9;717;14;19;25;14;2
R2;403;1073;PODBRDO-PETROVO BRDO;0;4.400;;P;;;;300;2;268;6;8;10;6;0
R2;403;1074;PETROVO BRDO-PODROŠT;0;8.100;;P;;;;200;2;181;4;4;6;4;0
R2;403;1075;PODROŠT-ZALI LOG;0;5.000;;P;;;;900;3;845;8;18;16;6;4
R2;403;1075;ZALI LOG-ČEŠNJICA;5.000;10.061;189;O;QLD5;;Železniki;1.731;10;1.567;16;79;30;23;6
R2;403;1076;ČEŠNJICA-ŠKOFJA LOKA;0;15.700;618;O;QLD6;;Bukovica;5.014;35;4.514;38;227;91;70;39
R2;404;1379;PODGRAD-IL.BISTRICA;0;11.000;397;O;QLD6_selitev;;Rečica;3.118;16;2.718;18;127;60;40;139
R2;404;1380;IL.BISTRICA-PIVKA;0;16.942;398;O;Prazno;04 QLD6;Knežak;3.500;24;3.232;26;138;39;20;20
R2;405;1018;MATAVUN-VREME;0;7.600;207;O;;04x1;Vreme;630;3;557;3;20;16;25;6
R2;405;1018;VREME-RIBNICA;7.600;17.338;210;O;QLD3;;Gornje Vreme;1.373;6;1.196;11;53;37;11;59
R2;406;1405;DEKANI - ŠKOFIJE;0;1.085;;P;;;;1.400;20;1.335;1;25;3;13;3
R2;406;1407;KRIŽ.DEKANI-KRIŽ.MORETINI;0;850;;P;;;;5.000;70;4.598;35;240;40;15;2
R2;406;1407;KRIŽ.MORETINI-ANKARAN;850;5.130;403;O;QLD3;;Ankaran;7.912;9;7.602;32;207;46;13;3
R2;406;1407;ANKARAN-MP LAZARET;5.130;8.188;650;O;QLD3;;MP Lazaret;1.383;15;1.330;10;28;0;0;0
R2;407;1144;GORENJA VAS-LUČINE;0;9.000;263;O;;03x4;Todraž;800;1;713;8;40;9;27;2
R2;407;1144;LUČINE-LJUBLJANICA;9.000;13.926;;P;;;;250;2;232;5;5;1;5;0
R2;407;1145;LJUBLJANICA-VRZDENEC;0;3.800;;P;;;;200;1;183;3;8;4;1;0
R2;407;1145;VRZDENEC-HORJUL;3.800;6.800;;P;;;;1.300;9;1.188;11;54;27;9;2
R2;407;1145;HORJUL-VRHNIKA;6.800;14.867;264;O;QLD3;;Horjul;1.550;12;1.351;3;104;38;30;12
R2;408;1374;LOGATEC-ROVTE;0;10.500;393;O;SBH;;Petkovec;1.718;21;1.590;17;90;0;0;0
R2;408;1374;ROVTE- ŽIRI;10.500;21.351;370;O;QLD5;;Zavratec;737;20;602;6;39;23;26;21
R2;408;1375;ŽIRI-TREBIJA;0;7.350;394;O;;03x4;Trebija 3;2.300;26;2.018;33;132;45;30;16
R2;409;0358;LJ(VIČ)-AC BREZOVICA;0;2.741;165;O;QLD3;04x1;Gorjanc;12.450;15;11.128;223;735;155;97;97
R2;409;0300;AC BREZOVICA-BREZOVICA;0;1.400;267;O;QLD6;;Brezovica;24.089;147;21.120;226;1.208;398;384;606
R2;409;0300;BREZOVICA-VRHNIKA;1.400;13.161;611;O;QLD6;;Drenov Grič;11.260;124;9.115;166;722;310;287;536
R2;409;0301;VRHNIKA-LOGATEC;0;9.525;153;O;QLD6;;Zapolje;10.175;137;8.691;107;569;199;219;253
R2;409;0302;LOGATEC;0;900;;P;;;;11.200;49;9.744;115;619;326;146;201
R2;409;0303;KALCE-PLANINA;0;8.470;;P;;;;2.900;98;2.352;38;165;107;50;90
R2;409;0304;PLANINA-RAVBARKOMANDA;0;7.230;612;O;QLD6;;Ravbarkomanda;3.012;129;2.479;31;156;73;50;94
R2;409;0305;RAVBARKOMANDA-PO(R913);0;3.000;;P;;;;5.600;100;5.040;35;180;99;65;81
R2;409;0305;PO(R913)-POSTOJNA;3.000;4.360;;P;;;;12.100;111;11.020;45;379;235;150;160
R2;409;0306;POSTOJNA-RAZDRTO;0;10.980;76;O;QLD6;;Postojna;6.763;123;5.463;62;315;159;149;492
R2;409;0307;RAZDRTO-SENOŽEČE;0;6.530;22;O;;01x1;Senožeče;3.800;81;3.036;35;163;135;90;260
R2;409;0308;SENOŽEČE-DIVAČA;0;8.140;77;O;QLD3;;Divača;2.835;84;2.100;28;190;73;83;277
R2;409;0309;DIVAČA-MATAVUN;0;1.940;684;O;QLD6_selitev;;Škocjan;5.187;138;4.085;35;293;131;128;377
R2;409;0310;MATAVUN-KOZINA;0;7.275;78;O;;05x4;Kačiče;4.762;75;3.838;45;247;155;148;254
R2;409;0311;KOZINA - KASTELEC;0;8.960;614;O;QLD6;;Petrinje;4.948;122;3.786;36;330;126;129;419
R2;409;0312;KASTELEC-ČRNI KAL;0;3.902;;P;;;;2.000;30;1.365;25;150;100;160;170
R2;409;1435;MOSTIČJE - RIŽANA;0;1.353;;P;;;;1.660;11;1.339;0;55;75;110;70
R2;409;0313;RIŽANA-KRIŽ.DEKANI;0;5.910;79;O;QLD6_selitev;;Dekani;3.969;95;3.357;33;170;101;156;57
R2;409;1438;DEKANI - PRIKLJ. SERMIN;0;324;;P;;;;6.300;65;5.839;16;170;50;80;80
R2;410;1133;BISTRICA-TRŽIČ;0;320;;P;;;;6.000;32;5.568;53;218;101;24;4
R2;410;1134;TRŽIČ-GOLNIK;0;6.500;;P;;;;2.400;19;2.150;25;80;95;30;1
R2;410;1134;GOLNIK-KOKRICA;6.500;13.671;258;O;QLD3;;Tenetiše;4.000;23;3.670;25;180;52;41;9
R2;410;1135;KOKRICA-KRANJ;0;2.234;;P;;;;8.000;44;7.421;71;292;136;31;5
R2;411;1471;KRANJ Z - POLICA;0;733;;P;;;;12.500;122;11.056;190;400;462;100;170
R2;411;1428;POLICA-NAKLO(MARINŠEK);0;1.900;51;O;QLD5;04x4;Naklo - Marinšek;10.915;62;9.602;84;471;316;263;117
R2;411;1428;NAKLO(MARINŠEK)-PODTABOR;1.900;7.160;708;O;;03x1;Podbrezje;5.000;51;4.271;56;216;130;165;111
R2;411;1429;GOBOVCE-ČRNIVEC;0;6.163;707;O;QLD3;;Dobro Polje;1.910;39;1.704;31;93;17;20;6
R2;412;1454;POLICA-KR(KIDRIČEVA);0;2.035;718;O;QLD6;;KR Zlato polje;18.632;79;16.811;184;824;263;219;252
R2;412;0359;KRANJ(KIDRIČEVA - ISKRA);0;1.559;717;O;Prazno;04 QLD6;KR Sejem;18.400;50;16.888;38;730;268;225;201
R2;412;0210;KR(ISKRA-LABORE);0;1.450;716;O;QLD6;;KR Labore;20.688;85;18.666;294;869;276;217;281
R2;413;4704;MEDVODE-ZBILJE;0;1.166;;P;;;;5.300;30;4.530;140;420;75;80;25
R2;413;1079;ZBILJE-VODICE;0;7.386;228;O;QLD3;05x4;Valburga;3.959;14;3.522;6;261;74;50;32
R2;413;1080;VODICE-MOSTE;0;4.350;229;O;QLD6;;Žeje;4.436;25;3.758;6;325;100;135;87
R2;413;1081;MOSTE-DUPLICA;0;4.120;230;O;QLD3;;Križ;8.271;27;7.313;29;549;191;96;66
R2;414;1349;KAMNIK-LOČICA;0;28.318;376;O;QLD3;;Laze;4.430;30;3.790;30;358;91;70;61
R2;415;1216;ŽELODNIK-KRTINA;0;1.000;;P;;;;6.000;30;5.445;50;300;75;45;55
R2;415;1216;KRTINA-MORAVČE;1.000;9.000;304;O;QLD5;;Krtina;6.508;29;5.910;42;321;74;62;70
R2;415;1216;MORAVČE-DRTIJA;9.000;11.080;;P;;;;2.500;20;2.322;17;70;35;12;24
R2;415;1217;DRTIJA-TRATA;0;7.080;;P;;;;2.400;20;2.095;40;100;60;45;40
R2;415;1217;TRATA-IZLAKE;7.080;15.089;305;O;QLD5;;Kandrše;2.115;16;1.871;6;96;38;41;47
R2;416;1346;LITIJA-ŠMARTNO;0;2.670;391;O;QLD6_selitev;;Litija;3.041;18;2.715;10;139;63;67;29
R2;416;1165;ŠMARTNO PRI LITIJI;0;260;;P;;;;5.000;18;4.641;10;153;92;66;20
R2;416;1347;ŠMARTNO-RADOHOVA VAS;0;14.746;375;O;QLD5;04x1;Črni Potok;1.246;33;1.069;4;55;34;36;15
R2;416;1425;GRM;0;750;;P;;;;3.500;9;2.706;15;400;170;90;110
R2;416;1348;GRM-BIČ;0;2.951;;P;;;;3.000;7;2.228;15;400;160;90;100
R2;417;1190;ŠMARTNO/LITIJI-M.KOSTREVICA;0;1.500;284;O;QLD5;04x1;Mala Kostrevnica;915;14;806;2;41;23;25;4
R2;417;1190;M. KOSTREVICA-LJUBEŽ V LAZAH;1.500;8.509;;P;;;;900;2;870;3;10;15;1;0
R2;417;1187;LJUBEŽ V LAZAH-MORAVČE;0;6.310;282;O;;02x4;Moravče;800;8;736;3;34;13;5;1
R2;417;4326;MORAVČE-TIHABOJ-MIRNA;0;11.922;182;O;;01x1;Tihaboj;300;1;259;6;28;4;1;1
R2;418;1199;MOKRONOG-ZBURE;0;10.475;407;O;QLD3;;Zbure;1.183;7;1.001;26;73;21;26;29
R2;418;1200;ZBURE-ŠKOCJAN;0;3.940;291;O;;03x4;Škocjan 1;1.500;14;1.249;25;104;41;36;31
R2;418;1201;ŠKOCJAN-DOBRUŠKA VAS;0;3.281;;P;;;Dobruška vas;3.200;15;2.895;20;90;80;60;40
R2;419;1203;SOTESKA-STRAŽA;0;5.440;;P;;;;6.300;22;5.821;51;228;74;40;63
R2;419;1203;STRAŽA-NM DRSKA;5.440;12.230;294;O;QLD6;;Potok;6.470;24;5.968;54;242;77;45;60
R2;419;1203;NM DRSKA-NM ŽABJA VAS;12.230;14.471;;P;;;;15.000;55;14.190;45;500;80;70;60
R2;419;1204;NOVO MESTO-RATEŽ;0;6.160;;P;;;;5.000;30;4.325;45;280;145;85;90
R2;419;1204;RATEŽ-ŠENTJERNEJ;6.160;15.626;295;O;QLD3;;Mokro Polje;3.537;32;2.984;47;151;146;86;91
R2;419;1205;ŠENTJERNEJ-KOSTANJEVICA;0;7.000;683;O;QLD3;;Šentjernej;3.833;24;3.514;29;160;51;35;20
R2;419;1205;KOSTANJEVICA-KRIŽAJ;7.000;11.325;296;O;;03x4;Križaj 1;3.100;33;2.686;52;228;60;24;18
R2;419;1206;KRIŽAJ-ČATEŽ OB SAVI;0;12.868;297;O;QLD3;;Župeča vas;2.942;27;2.630;31;140;60;35;19
R2;420;1335;BREŽICE-DOBOVA;0;4.500;368;O;;05x1;Mostec;2.695;22;2.256;10;241;85;38;43
R2;420;1335;DOBOVA-M.P. RIGONCE;4.500;6.688;676;O;QLD3;;MP Rigonce;955;2;878;7;32;19;10;7
R2;421;2506;RUČETNA VAS-ŠTREKLJEVEC;0;7.209;;P;;;;1.800;11;1.597;17;72;60;13;30
R2;421;2507;ŠTREKLJEVEC-JUGORJE;0;5.890;469;O;;04x1;Jugorje;830;0;697;6;50;45;2;30
R2;422;1333;PODSREDA-SENOVO;0;7.000;365;O;QLD5;;Veliki Kamen;1.448;16;1.286;12;62;27;21;24
R2;422;1333;SENOVO-BRESTANICA;7.000;16.154;364;O;Prazno;04 QLD6;Senovo;5.050;30;4.620;20;200;70;60;50
R2;423;1226;ŠENTJUR-ČRNOLICA;0;2.330;;P;;;;4.500;15;4.095;25;180;135;30;20
R2;423;1281;ČRNOLICA-LESIČNO;0;18.149;271;O;;01x1;Žegar;1.100;24;934;25;68;41;4;4
R2;423;1282;LESIČNO-PODSREDA;0;10.020;333;O;QLD5;;Kozje;1.269;4;1.130;18;58;25;24;10
R2;423;1283;PODSREDA-BISTRICA;0;6.720;335;O;;05x4;Podsreda 2;933;6;783;24;46;29;14;31
R2;423;1243;BISTRICA OB SOTLI-M.P.BISTRICA;0;1.050;411;O;QLD6;;MP Bistrica ob Sotli;570;2;442;2;23;14;13;74
R2;424;1166;BOŠTANJ-OREŠJE/SEVNICI;0;5.700;272;O;SBH;;Sevnica;1.688;0;1.609;10;69;0;0;0
R2;424;1166;OREŠJE/SEVNICI-PLANINA;5.700;21.006;186;O;;01x1;Dobropolje;450;7;358;5;40;20;15;5
R2;424;1170;PLANINA-DEŽNO;0;1.115;;P;;;;350;3;306;6;20;11;2;2
R2;424;1225;DEŽNO-ČRNOLICA;0;11.800;313;O;;01x1;Dobje;1.700;13;1.493;25;95;45;20;10
R2;425;1265;POLJANA-MEŽICA;0;3.310;323;O;QLD5;05x1;Poljana;5.292;27;4.774;48;232;90;72;49
R2;425;1265;MEŽICA-ČRNA;3.310;11.420;;P;;;;3.200;30;2.790;50;140;80;65;45
R2;425;1265;ČRNA-ŠENTVID;11.420;23.786;434;O;QLD5;;Javorje;242;6;208;1;10;9;7;1
R2;425;1266;ŠENTVID-ŠOŠTANJ;0;16.605;324;O;;04x4;Šentvid;830;3;763;6;30;19;5;4
R2;425;1267;ŠOŠTANJ-PESJE;0;1.835;167;O;QLD3;;Šoštanj;11.511;32;10.490;132;455;195;121;86
R2;425;1419;PESJE-VELENJE;0;3.790;166;O;QLD6;;Pesje;11.760;44;10.583;156;514;181;144;138
R2;426;1269;PESJE-GORENJE;0;6.100;168;O;QLD3;;Lokovica;6.156;31;5.589;35;269;102;56;74
R2;426;7949;GORENJE - REČICA;0;4.220;;P;;;;4.700;16;4.438;1;170;25;30;20
R2;426;7949; REČICA-LETUŠ;4.220;5.795;176;O;QLD5;04x4;Rečica ob Paki;2.986;41;2.593;17;126;78;62;69
R2;427;1351;LATKOVA VAS-PREBOLD;0;3.000;;P;;;;3.000;12;2.664;16;124;112;48;24
R2;427;1351;PREBOLD-SPODNJE GABRSKO;3.000;17.800;439;O;QLD5;04x4;Podmeja;1.062;23;902;1;102;16;15;3
R2;427;1351;SPODNJE GABRSKO-TRBOVLJE;17.800;19.617;;P;;;;6.000;25;5.672;76;111;47;47;22
R2;428;1249;RADMIRJE-LUČE;0;12.165;202;O;QLD3;;Ljubno;2.015;9;1.869;8;43;64;15;7
R2;428;1250;LUČE-SESTRE LOGAR;0;13.800;201;O;QLD3;;Robanov Kot;734;36;688;5;5;0;0;0
R2;428;1252;S.LOGAR-PAVLIČEVO SEDLO;0;7.453;;P;;;;30;2;26;1;1;0;0;0
R2;429;1245;VIŠNJA VAS-STRMEC;0;1.600;321;O;;05x4;Tabor;3.923;37;3.531;37;206;64;27;21
R2;429;1245;STRMEC-DOBRNA;1.600;7.520;348;O;QLD6_selitev;;Lemberg;3.398;30;3.073;34;156;55;34;16
R2;429;1154;ODCEP V DOBRNO;0;1.695;;P;;;;2.600;12;2.371;16;122;52;17;10
R2;429;1422;DOBRNA-ČRNOVA;0;3.400;320;O;;04x4;Črnova 2;3.220;20;2.838;17;210;90;30;15
R2;430;0273;MB(PTUJSKA)-MB(TRŽAŠKA);0;1.490;;P;;;;20.000;40;15.675;75;1.220;220;320;2.450
R2;430;0273;MB(TRŽAŠKA)-HOČE;1.490;4.860;;P;;;;42.000;120;34.790;220;2.720;560;580;3.010
R2;430;0381;HOČE - SLIVNICA;0;965;17;O;QLD6;;Hoče;31.556;72;26.160;202;1.566;423;518;2.615
R2;430;0274;SLIVNICA-FRAM;0;4.810;;P;;;;6.200;31;5.558;105;285;161;34;26
R2;430;0274;FRAM-SL.BISTRICA;4.810;13.060;38;O;QLD5;05x4;Bukovec;5.426;75;4.830;64;289;66;81;21
R2;430;1452;SL.BISTRICA-DEVINA;0;1.430;;P;;;;2.700;10;2.293;12;145;135;48;57
R2;430;0275;SL.BISTRICA;0;2.500;;P;;;;11.500;59;10.366;133;530;300;64;48
R2;430;0276; SL.BISTRICA-LOŽNICA;0;1.593;;P;;;;7.100;26;6.056;104;436;218;140;120
R2;430;0277;LOŽNICA-TEPANJE;0;7.820;608;O;QLD5;;Vrhole;6.559;56;5.518;47;425;185;175;153
R2;430;0278;TEPANJE-SL.KONJICE;0;3.154;48;O;QLD3;;Dobrnež;9.509;12;8.371;67;560;197;140;162
R2;430;0279;SL.KONJICE;0;815;;P;;;;11.300;60;9.561;164;802;458;153;102
R2;430;0280;SL.KONJICE-DOBRAVA;0;3.000;49;O;Prazno;04 QLD6;Zeče 2;12.400;56;11.028;131;620;266;172;127
R2;430;0280;DOBRAVA-STRANICE;3.000;5.160;56;O;QLD6;;Zeče;9.426;64;8.259;84;518;226;151;124
R2;430;0281;STRANICE-VIŠNJA VAS;0;10.200;67;O;QLD5;04x4;Frankolovo;8.112;43;7.150;66;350;229;165;109
R2;430;0282;VIŠNJA VAS-CELJE(AC);0;6.100;68;O;QLD6;;Vojnik;15.228;73;13.825;127;676;240;173;114
R2;430;0282;CELJE(AC)-CELJE;6.100;8.042;;P;;;;33.000;52;30.552;272;1.157;548;243;176
R2;431;1350;ZG.DOLIČ-STRANICE;0;18.621;377;O;QLD6_selitev;;Vitanje;2.284;21;1.999;24;131;52;36;21
R2;432;1440;MEJA HRVAŠKA-ROGATEC;0;180;414;O;QLD3;;MP Rogatec;1.672;0;1.592;0;0;80;0;0
R2;432;1284;ROGATEC-MAJŠPERK;0;15.845;336;O;;05x4;Dragajna;1.119;6;990;17;60;29;10;7
R2;432;1411;MAJŠPERK;0;480;;P;;;;3.100;16;2.677;65;109;160;65;8
R2;432;1285;MAJŠPERK-HAJDINA;0;11.613;441;O;QLD5;;Lovrenc;4.800;61;4.330;40;189;67;65;48
R2;433;1288;LENART-KRIŽ. SV.ANA;0;4.700;339;O;QLD5;;Žerjavci;3.383;25;3.038;19;159;59;61;22
R2;433;1288;KRIŽ. SV.ANA-TRATE;4.700;15.950;;P;;;;1.250;9;1.163;0;40;15;12;11
R2;433;1289;TRATE-MOST ČEZ MURO;0;2.120;144;O;QLD3;;MP Trate;1.761;11;1.708;0;42;0;0;0
R2;434;1352;RADLJE-M.P.RADLJE;0;5.860;668;O;QLD5;;MP Radelj;583;26;488;2;25;10;10;22
R2;435;1431;MARIBOR-RUŠE;0;9.119;706;O;QLD3;;Laznica;9.052;35;8.366;56;366;112;56;61
R2;435;1439;RUŠE-SELNICA;0;3.297;710;O;QLD5;04x4;Selnica;4.591;48;3.999;14;288;103;91;48
R2;436;0440;DOLNJA POČEHOVA;0;931;;P;;;;4.000;25;3.518;8;140;40;9;260
R2;436;1328;POČEHOVA-ZG.KUNGOTA;0;6.870;429;O;QLD3;;Zgornja Kungota;3.880;26;3.604;31;142;48;23;6
R2;436;1329;ZG.KUNGOTA-JURIJ;0;5.565;553;O;QLD5;;MP Jurij;370;12;335;1;17;3;2;0
R2;437;0267;MP ŠENTILJ-ŠENTILJ;0;1.620;664;O;QLD6;;MP Šentilj SC;4.808;34;3.166;21;199;105;125;1.158
R2;437;0268;ŠENTILJ-PESNICA;0;8.750;628;O;QLD6;;Ranca;6.674;42;6.058;43;317;105;59;50
R2;437;0268;PESNICA-RONDO POČEHOVA;8.750;10.432;;P;;;;10.200;90;8.650;80;620;210;150;400
R2;438;1306;ŠENTILJ-TRATE;0;13.409;350;O;QLD6_selitev;;Selnica ob Muri;1.594;16;1.337;33;70;26;26;86
R2;438;1307;TRATE-GORNJA RADGONA;0;15.579;361;O;QLD6_selitev;;Apače;2.799;27;2.565;32;96;28;25;26
R2;439;1299;KOBILJE-DOBROVNIK;0;7.730;493;O;;01x1;Kobilje;900;0;803;15;48;26;8;0
R2;439;1300;DOBROVNIK-RENKOVCI;0;4.230;;P;;;;2.000;14;1.751;20;150;25;30;10
R2;439;1301;RENKOVCI-BELTINCI;0;6.521;346;O;QLD5;;Renkovci;1.873;12;1.732;9;51;33;24;12
R2;439;1302;BRATONCI-DOKLEŽOVJE;0;3.800;;P;;;;1.500;11;1.186;18;100;75;55;55
R2;439;1302;DOKLEŽOVJE-KRIŽEVCI;3.800;9.600;347;O;QLD3;;Dokležovje;4.474;27;3.935;32;230;99;76;75
R2;439;1303;KRIŽEVCI-ŽIHLAVA;0;11.630;357;O;;05x1;Berkovci;1.622;5;1.338;12;125;56;48;38
R2;439;1304;ŽIHLAVA-VIDEM;0;2.950;;P;;;;1.500;3;1.300;12;70;50;35;30
R2;439;1305;VIDEM-SENARSKA;0;13.723;349;O;QLD5;;Kraljevci;1.373;8;1.239;12;36;33;24;21
R2;440;1294;PETANJCI-GEDEROVCI;0;3.301;443;O;;01x1;Sodišinci;1.900;8;1.697;13;125;38;10;9
R2;440;1295;GEREDOVCI-CANKOVA;0;6.080;444;O;;01x1;Krajna;3.200;13;2.900;41;145;48;34;19
R2;440;1296;CANKOVA-VEČESLAVCI;0;8.500;344;O;QLD3;;Cankova;3.115;10;2.992;9;19;55;16;14
R2;440;1296;VEČESLAVCI-SOTINA;8.500;15.200;681;O;;04x1;Sotina;1.370;1;1.222;30;90;15;9;3
R2;440;1296;SOTINA-MP KUZMA;15.200;16.025;666;O;QLD5;;MP Kuzma;929;4;867;2;45;5;5;1
R2;441;1298;MURSKA SOBOTA;0;1.000;;P;;;;11.500;35;10.978;70;290;70;40;17
R2;441;1298;MURSKA SOBOTA-VEŠČICA;1.000;4.000;345;O;QLD6_selitev;;Černelavci;9.415;25;8.938;58;261;60;44;29
R2;441;1298;VEŠČICA-GEDEROVCI;4.000;10.200;334;O;Prazno;04 QLD6;Gederovci;5.000;18;4.741;35;130;30;30;16
R2;441;1298;GEDEROVCI-MP GEDEROVCI;10.200;10.931;142;O;QLD3;;MP Gederovci;3.305;8;3.228;14;55;0;0;0
R2;442;1318;MARTJANCI-MORAVSKE TOPLICE;0;3.970;;P;;;;6.000;40;5.559;30;290;35;16;30
R2;442;1318;MORAVSKE TOPLICE-DOBROVNIK;3.970;13.831;494;O;QLD3;;Filovci;2.218;21;2.096;5;13;55;23;5
R2;442;1319;DOBROVNIK-DOLGA VAS;0;10.125;358;O;;02x4;Genterovci;3.200;18;2.955;37;120;43;16;11
R2;443;0323;DOL.LAKOŠ-LENDAVA;0;1.700;;P;;;;8.000;27;7.639;44;150;50;40;50
R2;443;1320;LENDAVA-DOLINA;0;6.000;;P;;;;1.600;12;1.560;5;19;4;0;0
R2;443;1320;DOLINA-MP PINCE;6.000;7.650;675;O;QLD5;;MP Pince;492;2;465;3;14;4;3;1
R2;444;1451;RAZDRTO;0;1.864;;P;;;;1.500;11;1.117;12;50;60;100;150
R2;444;1497;PODNANOS - MANČE;0;1.298;;P;;;;400;0;367;0;8;20;5;0
R2;444;0345;MANČE-VIPAVA;0;1.429;;P;;;;1.500;9;1.331;1;70;40;9;40
R2;444;1473;VIPAVA;0;1.400;;P;;;;5.000;16;4.798;16;70;40;25;35
R2;444;1473;VIPAVA-AJDOVŠČINA;1.400;7.040;624;O;QLD5;;Log pri Vipavi;5.528;61;5.067;38;189;101;46;26
R2;444;0387;AJDOVŠČINA (OBVOZNICA);0;1.960;;P;;;;3.800;25;3.504;16;60;130;50;15
R2;444;0346;AJDOVŠČINA-SELO;0;8.550;688;O;QLD6_selitev;;Ajdovščina 2;6.089;68;5.664;52;200;59;28;18
R2;444;0347;SELO-TRI HIŠE;0;8.600;81;O;QLD6_selitev;;Ozeljan;4.993;41;4.646;42;173;56;25;10
R2;444;0347;TRI HIŠE-AJŠEVICA;8.600;10.600;;P;;;;9.000;29;7.920;37;496;253;107;158
R2;444;0347;AJŠEVICA -NG(ROŽ. DOLINA);10.600;15.350;;P;;;;2.600;13;2.433;28;74;38;7;7
R2;444;0365;NG(ROŽ. DOLINA);0;690;;P;;;;7.100;35;6.648;74;204;104;17;18
R2;444;0348;NG(ROŽ. DOLINA)-MP ROŽ. DOLINA;0;130;654;O;QLD3;;MP Rožna Dolina;6.038;44;5.928;5;61;0;0;0
R2;445;0349;SENOŽEČE-ŠTORJE;0;8.700;;P;;;;1.400;11;1.091;3;80;90;50;75
R2;445;0349;ŠTORJE-SEŽANA;8.700;14.185;613;O;QLD3;;Štorje;3.348;19;2.932;23;156;66;68;84
R2;445;0350;SEŽANA-FERNETIČI;0;2.500;;P;;;;2.200;8;1.988;20;85;49;26;24
R2;445;0350;FERNETIČI-MP FERNETIČI;2.500;2.928;;P;;;;2.100;8;1.898;18;81;47;26;22
R2;446;1016;SEŽANA-DIVAČA;0;9.770;206;O;QLD5;;Sežana;4.413;16;3.908;13;281;73;71;51
R2;447;0286;MEDLOG- PETROVČE;0;3.306;69;O;QLD6;;Drešinja vas;15.117;73;13.903;151;611;202;101;76
R2;447;0287;PETROVČE-ŽALEC;0;1.550;;P;;;;10.000;60;9.040;90;470;220;45;75
R2;447;0367;ŽALEC-VRBENSKO POLJE;0;2.220;;P;;;;7.500;50;6.879;60;360;100;50;1
R2;447;0367;VRBENSKO POLJE-ŠEMPETER;2.220;5.839;609;O;QLD6;;Šempeter;13.422;84;12.323;105;608;145;108;49
R2;447;0288;ŠEMPETER-LATKOVA VAS;0;591;;P;;;;8.000;70;6.901;100;608;170;101;50
R2;447;0289;LATKOVA VAS-ŠENTRUPERT;0;1.420;;P;;;;7.800;70;6.523;81;697;232;116;81
R2;447;0290;ŠENTRUPERT-VRANSKO;0;9.000;64;O;QLD6;;Tabor;10.068;77;8.300;64;934;290;257;146
R2;447;0290;VRANSKO-LOČICA;9.000;11.905;;P;;;;6.000;45;5.165;25;380;150;160;75
R2;447;0291;LOČICA-TROJANE;0;6.066;71;O;;01x1;Trojane 1;700;20;520;10;75;45;20;10
R2;447;0292;TROJANE-LUKOVICA;0;15.000;72;O;QLD6;;Trojane;4.560;55;3.155;55;380;200;265;450
R2;447;0292;LUKOVICA - ŽELODNIK;15.000;21.750;332;O;QLD6;;Šentvid;8.984;49;7.021;86;602;352;279;595
R2;447;0293;ŽELODNIK-DOMŽALE;0;4.285;610;O;QLD6;;Želodnik;11.496;56;9.658;103;667;306;305;401
R2;447;0294;DOMŽALE-STOB;0;1.560;;P;;;;13.100;50;11.560;100;800;260;160;170
R2;447;0294;STOB-TRZIN;1.560;2.603;;P;;;;17.200;70;15.140;120;1.200;280;190;200
R2;450;1404;HOČE-LETALIŠČE MARIBOR;0;4.460;;P;;;;1.500;10;1.390;20;39;31;5;5
R2;451;1448;ARJA VAS-ŽALEC;0;2.090;70;O;QLD5;;Žalec;6.191;37;5.308;36;378;141;160;131
R3;601;7507;BORJANA-ROBIDIŠČE;0;9.832;;P;;;;35;1;29;0;3;1;1;0
R3;602;1032;STARO SELO-BREGINJ-MOST;0;16.725;93;O;;04x4;Staro selo - Breginj;810;8;721;6;40;20;14;1
R3;603;1041;MOST NA SOČI-UŠNIK;0;4.271;;P;;;;1.000;11;822;7;58;52;30;20
R3;604;5701;ROČINJ-LIG;0;9.995;;P;;;;42;2;34;1;4;1;0;0
R3;605;5702;KAMBREŠKO-KUŠČAR-LIVEK;0;19.538;;P;;;;23;2;17;1;2;1;0;0
R3;606;5703;KANAL-LIG-MIŠČEK-NEBLO;0;35.376;455;O;;03x4;Kanal;330;2;307;1;16;3;1;0
R3;607;5723;PREVAL-GRGAR-ČEPOVAN;0;14.133;98;O;;04x4;Grgar;540;6;489;2;30;10;2;1
R3;608;1067;SOLKAN-GRGAR;0;3.000;;P;;;;1.800;36;1.666;8;40;25;20;5
