Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Ime števnega mesta;Tip   štetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov.  < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.;Vlačilci;Dnevni NOO;Tip
HC;H4;0374;NANOS - (RAZDRTO) - PODNANOS - VIPAVA;0;12.450;2110;Nanos AC;QLTC8;14.743;35;9.781;94;1.733;223;88;316;2.473;2395;PLDP
HC;H4;0375;VIPAVA - AJDOVŠČINA;0;6.763;865;Dolga Poljana HC;QLTC8;15.947;37;10.788;72;1.745;282;127;347;2.549;2496;PLDP
HC;H4;0376;AJDOVŠČINA - SELO;0;9.174;635;Ajdovščina HC;QLTC8;16.085;57;10.929;57;1.767;246;156;314;2.559;2467;PLDP
HC;H4;0443;PRIKLJ. SELO - AJDOVŠČINA;0;150;866;Priklj. Selo-Ajdovščina;QLD6;1.781;2;1.517;4;160;32;34;8;24;50;PLDP
HC;H4;0443;PRIKLJ.SELO - VRTOJBA;150;322;867;Priklj. Selo-Vrtojba;QLD6;1.592;1;1.411;3;110;20;16;7;24;39;PLDP
HC;H4;0378;SELO  -  VOGRSKO;0;6.726;816;Selo HC;QLTC8;15.896;56;10.823;56;1.717;234;138;313;2.559;2455;PLDP
HC;H4;0379;VOGRSKO - ŠEMPETER;0;4.776;815;Bazara HC;QLTC8;12.433;28;8.275;42;1.258;121;60;284;2.365;2206;PLDP
HC;H4;0380;ŠEMPETER - VRTOJBA;0;1.625;880;Šempeter HC;QLTC8;9.832;35;5.685;49;1.051;128;87;297;2.500;2341;PLDP
HC;H4;0380;VRTOJBA - MP VRTOJBA;1.625;2.238;671;MT Vrtojba;QLD*;11.607;47;7.333;48;973;132;101;291;2.682;2487;PLDP
HC;H5;0388;MP ŠKOFIJE  -  PLAVJE;0;552;651;MT Škofije;QLD*;16.625;232;14.302;88;917;116;55;113;802;848;PLDP
HC;H5;0388;PLAVJE - ŠKOFIJE;552;2.129;860;Škofije HC;QLTC8;13.088;111;11.058;70;793;97;51;111;797;822;PLDP
HC;H5;0388;ŠKOFIJE - PRIKLJ. SERMIN;2.129;2.962;;;P;17.000;115;15.000;70;750;100;50;115;800;829;PLDP
HC;H5;0388;PRIKLJ. SERMIN - SERMIN (A1);2.962;4.156;;;P;21.500;120;19.120;75;1.100;110;50;115;810;843;PLDP
HC;H5;0456;PRIKLJUČEK PLAVJE - KP;0;100;861;PR Škofije-KP;QLD6;563;4;503;2;41;6;4;0;3;7;PLDP
HC;H5;0456;PRIKLJUČEK PLAVJE - MP;100;146;862;PR Škofije-MP;QLD6;4.100;125;3.747;20;165;25;8;2;8;32;PLDP
HC;H5;0236;SERMIN - BERTOKI;0;1.129;;;P;43.000;315;36.955;220;3.000;310;280;370;1.550;1881;PLDP
HC;H5;0237;BERTOKI - KP(ŠKOCJAN);0;2.548;11;Bertoki HC;QLTC8;42.266;322;37.784;238;2.986;284;234;78;340;668;PLDP
HC;H6;0238;KOPER (SLAVČEK - SEMEDELA);0;1.120;;;P;40.500;350;37.350;170;2.200;150;160;30;90;316;PLDP
HC;H6;0389;KOPER (SEMEDELA) - IZOLA;0;4.116;;;P;27.000;350;24.170;170;1.900;150;150;25;85;305;PLDP
HC;H7;0815;A5 - DOLGA VAS;0;1.502;;;P;5.300;30;2.825;15;330;55;45;330;1.670;1643;PLDP
HC;H7;0817;DOLGA VAS - RONDO DOLGA VAS;0;2.024;;;P;4.209;25;1.838;15;276;47;23;320;1.665;1621;PLDP
G1;1;0240;MP VIČ - DRAVOGRAD;0;3.590;663;MT Vič;QLTC10;2.705;73;1.986;5;228;32;16;61;304;274;PLDP
G1;1;0241;DRAVOGRAD - RADLJE;0;16.005;60;Gortina;QLTC10;7.729;99;6.422;49;670;118;89;60;222;241;WIM
G1;1;0242;RADLJE ;0;2.686;923;Radeljska obvoznica;QLTC10;5.107;63;4.164;17;456;98;77;50;182;231;PLDP
G1;1;0243;RADLJE - BREZNO;0;9.127;605;Brezno;QLTC10;4.873;66;3.986;41;447;80;48;43;162;209;PLDP
G1;1;0244;BREZNO - RUTA;0;9.569;573;Ožbalt;QLTC8;4.440;65;3.570;41;425;83;47;43;166;212;PLDP
G1;1;0245;RUTA - SELNICA;0;10.500;600;Zgornji Boč;QLTC10;4.877;65;3.951;39;469;62;75;40;176;205;DIST
G1;1;0245;SELNICA - MB(OTOK);10.500;19.220;61;Brestrnica;QLTC8;8.687;82;7.483;55;614;142;84;43;184;243;DIST
G1;1;0245;MB (OTOK) - MB (KOROŠKI MOST);19.220;20.688;900;MB Kamnica;QLTC10;14.142;102;12.594;64;906;136;108;44;188;260;WIM
G1;1;0326;MB (KOR. MOST - C. PROLE. BRIGAD);0;2.014;18;MB Koroški most;QLTC8;24.090;122;22.121;84;1.235;161;112;50;205;317;PLDP
G1;1;0364;MB (C. PROLE. BRIGAD  -  TRŽAŠKA C.);0;2.227;;;P;27.500;125;25.240;135;1.310;250;125;85;230;417;PLDP
G1;1;0246;MB (TRŽAŠKA) - MIKLAVŽ;0;3.532;19;MB Ptujska;QLTC10;20.413;102;17.967;158;1.372;263;120;94;337;512;PLDP
G1;2;1290;SL.BISTRICA - PRAGERSKO;0;3.925;196;Devina;QLTC10;8.914;72;7.107;23;744;221;123;137;487;513;WIM
G1;2;0392;PRAGERSKO - ŠIKOLE;0;5.323;641;Šikole 2;QLTC10;5.864;56;4.367;21;538;187;98;125;472;477;DIST
G1;2;0393;ŠIKOLE - KIDRIČEVO;0;6.850;426;Šikole 3;QLTC8;6.846;63;5.255;22;574;188;140;109;495;499;DIST
G1;2;0393;KIDRIČEVO - HAJDINA;6.850;7.950;792;Njiverce;QLTC8;12.071;77;10.044;53;848;218;203;116;512;564;DIST
G1;2;0395;PTUJ(TURNIŠČE - BUDINA);0;1.642;670;Ptuj jezero;QLTC10;23.123;111;19.759;103;1.664;377;222;210;677;874;PLDP
G1;2;0249;PTUJ - SPUHLJA;0;2.226;638;Ptuj Vzhod;QLTC10;14.020;85;11.838;88;982;209;101;161;556;602;DIST
G1;2;0250;SPUHLJA - GORIŠNICA;0;8.030;424;Borovci;QLTC10;8.199;56;7.057;29;562;111;73;67;244;273;WIM
G1;2;0250;GORIŠNICA - ORMOŽ;8.030;17.688;62;Cvetkovci;QLTC10;5.882;52;4.902;28;451;90;63;63;233;254;DIST
G1;2;0398;ORMOŽ Z  -  ORMOŽ V;0;3.020;574;Ormož;QLTC10;3.623;35;2.876;8;278;80;51;62;233;235;DIST
G1;2;1313;ORMOŽ - SREDIŠČE OB DRAVI;0;9.000;355;Grabe;QLTC10;2.653;27;2.148;12;154;52;40;43;177;178;DIST
G1;2;1313;SREDIŠČE OB DRAVI  -  MP SRED.;9.000;11.855;522;MP Središče ob Dravi;QLTC10;949;8;621;9;66;35;15;40;155;146;DIST
G1;4;1257;DRAVOGRAD - OTIŠKI VRH;0;1.448;480;Dravograd;QLTC8;13.382;123;11.531;132;934;151;116;88;307;402;DIST
G1;4;1258;OTIŠKI VRH - SL.GRADEC;0;9.170;131;Bukovska vas;QLTC8;9.908;93;8.219;69;812;154;141;99;321;396;WIM
G1;4;1445;SL.GRADEC ;0;1.910;;;P;12.700;120;10.825;90;950;180;130;105;300;439;PLDP
G1;4;1259;SL.GRADEC - LUŽNIK;0;6.600;329;Šmartno SG;QLTC10;12.238;111;10.379;73;989;178;115;97;296;376;DIST
G1;4;1259;LUŽNIK - GORNJI DOLIČ;6.600;12.897;621;Mislinja;QLTC10;9.472;93;7.991;58;753;132;110;80;255;318;DIST
G1;4;1260;GORNJI DOLIČ - VELENJE;0;11.476;315;Paka pri Velenju;QLD*;9.093;87;7.663;61;694;123;110;86;269;373;DIST
G1;4;1261;VELENJE - ČRNOVA;0;7.427;132;Črnova;QLTC10;17.438;130;15.167;77;1.255;210;109;138;352;414;WIM
G1;4;1262;ČRNOVA - ARJA VAS;0;7.014;133;Velika Pirešica;QLTC8;14.065;93;11.813;67;1.121;219;196;144;412;483;DIST
G1;5;1401;PRIKLJ. CELJE Z - MEDLOG;0;3.613;689;Medlog;QLTC10;6.152;19;5.404;19;482;68;54;29;77;193;DIST
G1;5;0370;MEDLOG - CELJE;0;3.242;417;Celje Lava;QLTC10;13.000;129;11.642;22;782;153;115;51;106;325;DIST
G1;5;0328;CELJE - CE(POLULE);0;2.000;;;P;19.000;120;17.105;60;950;215;160;95;295;433;PLDP
G1;5;0328;CE (POLULE) - LAŠKO;2.000;11.000;90;Košnica;QLTC8;14.048;106;12.202;49;975;198;139;91;288;619;WIM
G1;5;0328;LAŠKO - ŠMARJETA;11.000;17.325;580;Strmca;QLTC10;9.167;92;7.757;41;723;147;99;70;238;489;DIST
G1;5;0329;ŠMARJETA - RIMSKE TOPLICE;0;1.050;91;Rimske Toplice;QLTC10;7.053;78;5.863;39;579;142;76;71;205;436;DIST
G1;5;0330;RIM.TOPLICE - ZIDANI MOST;0;6.750;739;Zidani Most;QLTC10;5.408;69;4.371;22;488;113;82;59;204;400;DIST
G1;5;0331;ZIDANI MOST - RADEČE;0;2.997;92;Radeče;QLTC10;6.311;75;5.274;19;530;126;51;62;174;352;DIST
G1;5;0360;RADEČE ;0;520;;;P;7.400;65;6.280;40;585;110;70;60;190;257;PLDP
G1;5;0332;RADEČE - BOŠTANJ;0;11.249;101;Vrhovo;QLTC10;5.067;66;4.186;26;410;103;56;55;165;336;DIST
G1;5;0333;BOŠTANJ;0;790;581;Boštanj;QLTC8;9.958;96;8.456;47;789;150;131;100;189;498;DIST
G1;5;0334;BOŠTANJ - IMPOLJCA;0;4.490;932;Log pri Sevnici;QLTC10;5.884;62;4.807;31;539;115;94;80;156;254;PLDP
G1;5;0335;IMPOLJCA - BRESTANICA;0;9.790;630;Impoljca;QLTC10;4.655;55;3.774;19;427;91;78;62;149;223;WIM
G1;5;0361;BRESTANICA - KRŠKO;0;3.900;103;Krško;QLTC10;9.472;62;8.270;49;694;106;94;61;136;242;DIST
G1;5;0336;KRŠKO - LESKOVEC;0;2.620;95;Žadovinek;QLTC10;11.961;60;10.451;35;833;126;122;89;245;350;DIST
G1;5;0336;LESKOVEC - DRNOVO;2.620;4.925;931;Leskovec pri Krškem;QLTC10;10.516;53;9.015;33;843;124;116;86;246;335;PLDP
G1;6;0338;POSTOJNA - PIVKA;0;10.260;82;Prestranek;QLTC8;12.427;96;10.945;53;686;115;146;61;325;466;WIM
G1;6;0339;PIVKA - RIBNICA;0;9.945;615;Mala Pristava;QLTC10;3.952;65;3.130;85;352;58;30;46;186;282;DIST
G1;6;0340;RIBNICA - PREM;0;4.215;474;Dolnja Bitnja;QLTC10;4.489;72;3.592;48;418;55;33;46;225;246;PLDP
G1;6;0341;PREM - IL.BISTRICA;0;6.227;516;Topolc;R 07x1;5.000;95;4.034;55;450;60;35;46;225;252;PLDP
G1;6;1377;ILIRSKA BISTRICA (NIKOLA TESLA);0;2.495;926;Obvoznica Ilirska Bistrica;QLTC10;4.989;68;4.058;46;447;53;44;47;226;251;PLDP
G1;6;0343;IL.BISTRICA - DOLNJI ZEMON;0;2.800;83;Koseze;QLTC10;8.078;121;6.932;59;606;54;28;36;242;255;PLDP
G1;6;0343;DOLNJI ZEMON  -  MP JELŠANE;2.800;9.961;504;MP Jelšane;QLTC8;4.998;95;4.068;58;443;37;18;32;247;246;PLDP
G1;7;0356;MP STAROD - PODGRAD;0;6.561;503;MP Starod;QLTC8;4.870;95;3.513;68;411;40;18;83;642;565;DIST
G1;7;0355;PODGRAD - OBROV;0;5.900;526;Male Loče;QLTC10;6.957;113;5.256;72;551;60;28;103;774;683;DIST
G1;7;0354;OBROV - KOZINA;0;14.500;604;Gradišče;QLTC10;7.331;93;5.538;45;621;67;68;104;795;703;DIST
G1;7;0353;KOZINA - MP KOZINA;0;3.340;652;MT Kozina;QLTC8;6.354;148;5.283;64;459;36;14;37;313;297;WIM
G1;8;0213;LJ(ŠENTVID  -  OBVOZNICA);0;2.900;725;LJ Celovška Dravlje;QLTC8;39.908;200;35.844;537;2.588;253;149;96;241;675;PLDP
G1;9;0351;PODLEHNIK-GRUŠKOVJE;0;5.704;;;P;13.400;25;10.750;150;1.085;80;70;140;1.100;1006;PLDP
G1;11;1062;KOPER - ŠMARJE;0;6.000;149;Koper;QLTC8;15.600;230;13.717;58;1.204;95;73;27;196;285;DIST
G1;11;1062;ŠMARJE - DRAGONJA;6.000;13.650;150;Pesjanci;QLTC10;10.797;185;9.236;62;982;72;43;28;189;261;DIST
G1;11;1062;DRAGONJA - MP DRAGONJA;13.650;14.724;14;MP Dragonja;QLTC44;8.970;156;7.950;47;589;53;24;24;127;182;WIM
G1;11;1475;SLAVČEK -  KOPER;0;700;;;P;32.000;250;29.455;190;1.600;130;90;65;220;382;PLDP
G1;11;1475;KOPER - ŠKOCJANSKI ZATOK;700;1.770;;;P;15.000;80;12.775;200;1.500;85;80;60;220;368;PLDP
G1;11;1475;ŠKOCJANSKI ZATOK - LUKA KOPER;1.770;2.424;;;P;4.800;20;3.160;0;170;20;20;260;1.150;1001;PLDP
G2;101;0232;MP LJUBELJ - BISTRICA(TRŽIČ);0;12.500;660;MT Ljubelj;QLD5;2.539;92;2.220;22;162;24;16;2;1;28;PLDP
G2;101;0231;BISTRICA(TRŽIČ) - ZVIRČE;0;3.280;3;Kovor;QLTC8;10.000;92;8.916;26;776;80;50;14;46;99;PLDP
G2;101;0230;ZVIRČE - PODTABOR;0;1.228;554;Zvirče;R 07x1;8.800;80;7.770;25;750;80;35;20;40;92;PLDP
G2;102;1031;MP ROBIČ - ROBIČ;0;4.800;655;MT Robič;QLD6;1.036;52;893;3;50;5;6;15;12;25;DIST
G2;102;1031;ROBIČ - STARO SELO;4.800;5.602;914;Staro selo;QLD6;2.067;66;1.820;4;120;11;17;15;14;33;DIST
G2;102;1030;STARO SELO - KOBARID;0;3.320;212;Kobarid;R 11x4;2.750;70;2.476;7;130;15;25;15;12;38;PLDP
G2;102;1005;KOBARID - IDRSKO;0;2.200;679;Idrsko;QLTC10;4.358;195;3.650;19;347;50;50;20;27;79;WIM
G2;102;1006;IDRSKO - PERŠETI;0;11.715;97;Peršeti;QLD*;4.667;184;3.894;20;372;53;81;26;37;105;DIST
G2;102;1040;PERŠETI - MOST NA SOČI;0;7.334;405;Prapetno;QLD*;4.279;100;3.691;34;306;42;61;21;24;89;DIST
G2;102;1039;MOST NA SOČI - BAČA;0;2.205;533;Most na Soči;R 07x1;5.000;90;4.485;50;230;55;50;15;25;93;PLDP
G2;102;1038;BAČA - DOL. TREBUŠA;0;8.550;104;Slap ob Idrijci;QLTC10;2.423;88;2.000;18;195;31;56;11;24;68;PLDP
G2;102;1037;DOL TREBUŠA - ŽELIN;0;13.118;406;Stopnik;QLD5;1.656;69;1.292;19;106;50;85;16;19;86;PLDP
G2;102;1036;ŽELIN - SP. IDRIJA(MAROF);0;11.300;447;Otalež;QLD*;2.584;71;2.184;34;187;29;40;15;24;72;PLDP
G2;102;1035;SP. IDRIJA;0;1.900;;;P;5.950;70;5.430;55;200;70;50;25;50;124;PLDP
G2;102;1034;SP. IDRIJA - GODOVIČ;0;13.277;617;Idrija;QLD*;4.394;99;3.683;67;351;62;56;26;50;201;DIST
G2;102;1033;GODOVIČ - KALCE;0;11.233;100;Hotedršica;QLTC10;4.213;100;3.439;33;366;80;55;39;101;246;WIM
G2;102;1460;KALCE - LOGATEC;0;3.490;74;Kalce;QLTC10;6.645;244;5.413;67;536;129;78;57;121;350;DIST
G2;102;1461;LOGATEC - PRIKLJ. LOGATEC;0;1.672;395;Logatec 2;QLTC10;10.261;54;8.682;19;927;136;88;99;256;333;PLDP
G2;103;1007;PERŠETI - UŠNIK;0;4.015;546;Volče;R 07x1;3.700;120;3.127;23;250;50;60;25;45;102;PLDP
G2;103;1008;UŠNIK - KANAL;0;12.580;616;Doblar;QLD*;3.615;122;3.015;23;299;42;47;21;46;92;PLDP
G2;103;1008;KANAL - PLAVE;12.580;20.070;754;Deskle;QLTC10;6.128;143;5.155;22;423;75;46;32;232;237;PLDP
G2;103;1009;PLAVE - SOLKAN;0;10.070;99;Solkan;QLTC10;6.870;149;5.851;23;455;79;49;30;234;240;PLDP
G2;103;1390;SOLKAN-NOVA GORICA (KROMBERK);0;1.972;693;Solkan 3;QLTC8;8.361;154;7.075;22;619;102;111;38;240;283;PLDP
G2;103;1486;KROMBERK  -  ROŽNA DOLINA;0;2.589;222;Panovec;QLTC8;24.258;203;22.059;133;1.339;147;112;30;235;349;PLDP
G2;103;1447;NG(R. DOLINA)  -  ŠEMPETER;0;2.315;227;Šempeter RD;QLTC10;11.898;102;10.567;17;742;89;68;38;275;282;PLDP
G2;104;1136;KRANJ - LETALIŠČE BRNIK;0;6.000;200;KR Primskovo 1;QLTC8;25.750;122;22.894;100;1.904;228;139;89;274;362;DIST
G2;104;1136;LETALIŠČE BRNIK - SP.BRNIK;6.000;8.453;627;Brnik;QLTC8;10.680;109;8.703;95;957;227;183;72;334;401;DIST
G2;104;1137;SP.BRNIK - MOSTE;0;5.953;781;Komenda;QLTC10;10.177;99;8.239;54;965;243;137;83;357;387;WIM
G2;104;1138;MOSTE - MENGEŠ;0;3.900;115;Topole;QLTC10;10.405;74;8.551;56;1.044;181;143;62;294;391;PLDP
G2;104;1388;MENGEŠ (KAMNIŠKA C. - KOLODVORSKA C.) ;0;802;;;P;8.600;70;7.470;15;640;110;80;45;170;223;PLDP
G2;104;1139;MENGEŠ (KOLODVORSKA C.) - LOKA;0;1.975;918;Mengeš;QLTC8;9.768;63;8.545;17;712;99;84;41;207;246;PLDP
G2;104;1139;LOKA - TRZIN;1.975;4.530;116;Loka;QLTC8;16.940;107;14.772;59;1.273;186;141;61;341;425;PLDP
G2;104;1496;MENGEŠ (SLOVENSKA C.) ;0;1.548;;;P;8.550;50;7.460;40;650;90;70;40;150;210;PLDP
G2;104;0295;TRZIN - LJ(ČRNUČE);0;3.687;73;Trzin;QLTC8;33.825;212;29.938;170;2.495;325;217;85;383;672;WIM
G2;104;0087;LJ (ČRNUČE - BRNČIČEVA);0;890;172;S Vpadnica;QLTC8;33.574;162;29.675;56;2.644;334;217;81;405;616;DIST
G2;104;0087;LJ (BRNČIČEVA - TOMAČEVO);890;2.870;;;P;41.000;165;36.505;60;2.700;460;440;120;550;817;PLDP
G2;105;0254;NOVO MESTO (AC - LOČNA);0;910;;;P;15.100;75;12.410;80;1.380;270;225;240;420;677;PLDP
G2;105;0257;NOVO MESTO (LOČNA - KRKA);0;1.070;193;NM Ločna;QLTC10;20.100;72;17.775;75;1.281;186;108;217;386;434;DIST
G2;105;1511;NOVO MESTO (KRKA) ;0;940;118;NM Obvoznica;QLTC8;18.965;70;16.621;88;1.211;225;147;225;378;461;DIST
G2;105;0255;NOVO MESTO (KRKA - REVOZ);0;1.805;177;NM Žabja vas;QLTC8;13.732;91;11.588;111;1.023;216;137;226;340;446;DIST
G2;105;0256;NOVO MESTO (REVOZ) - METLIKA;0;26.301;607;Gorjanci;QLTC10;5.249;45;4.466;51;413;66;45;45;118;140;WIM
G2;105;0258;METLIKA - MP METLIKA;0;1.480;155;MP Metlika;QLD*;3.048;24;2.650;30;175;18;14;42;95;96;DIST
G2;106;0215;LJ (RUDNIK) - ŠKOFLJICA;0;4.555;6;Škofljica;QLTC8;17.964;152;15.740;175;1.338;182;128;72;177;378;PLDP
G2;106;0260;ŠKOFLJICA;0;520;;;P;14.700;110;13.110;130;850;180;100;70;150;319;PLDP
G2;106;0261;ŠKOFLJICA - RAŠICA;0;16.290;117;Želimlje;QLTC10;8.426;89;7.365;69;569;129;51;47;107;175;WIM
G2;106;0262;RAŠICA - ŽLEBIČ;0;12.425;410;Žlebič;QLTC10;7.070;89;6.035;57;570;91;72;45;111;171;DIST
G2;106;0263;ŽLEBIČ - BREG;0;2.300;;;P;7.050;90;5.950;60;610;100;75;60;105;209;PLDP
G2;106;0263;BREG - HROVAČA;2.300;4.500;;;P;9.700;120;8.555;60;630;105;60;60;110;207;PLDP
G2;106;0263;HROVAČA - DOLENJA VAS;4.500;9.490;751;Goriča vas;QLTC10;8.591;120;7.471;53;619;99;52;51;126;265;DIST
G2;106;0263;DOLENJA VAS - KOČEVJE;9.490;18.779;619;Stara Cerkev;QLTC10;5.903;83;5.076;48;412;57;79;44;104;237;WIM
G2;106;0264;KOČEVJE ;0;1.900;;;P;7.300;85;6.535;50;380;50;70;45;85;164;PLDP
G2;106;0264;KOČEVJE - LIVOLD;1.900;6.269;744;Kočevje;QLD*;4.984;83;4.474;15;264;40;55;22;31;80;PLDP
G2;106;0265;LIVOLD - ŠTALCERJI;0;6.200;119;Štalcerji;QLD6;2.088;64;1.811;11;133;14;23;15;17;43;PLDP
G2;106;0265;ŠTALCERJI - FARA;6.200;21.580;750;Banja Loka;R 09x1;1.230;65;1.001;11;110;13;10;5;15;28;PLDP
G2;106;0266;FARA - PETRINA;0;2.450;742;Petrina 1;QLTC10;928;63;760;2;67;6;6;3;21;22;PLDP
G2;106;0266;PETRINA - MP PETRINA;2.450;2.560;507;MP Petrina;R (09 QLD3) ;680;25;625;2;20;5;3;0;0;4;PLDP
G2;106;0216;ŠKOFLJICA - ŠMARJE SAP;0;2.461;26;Škofljica 2;QLTC10;4.400;15;3.834;10;400;45;33;18;45;76;PLDP
G2;107;1274;CELJE - ŠTORE;0;4.500;420;Celje Teharje;QLTC8;16.112;91;14.322;72;992;156;155;54;270;269;DIST
G2;107;1274;ŠTORE -  ŠENTJUR;4.500;10.902;134;Šentjur;QLTC10;10.915;77;9.835;60;596;113;61;40;133;151;WIM
G2;107;1275;ŠENTJUR - ŠMARJE PRI JELŠAH;0;11.300;622;Stopče;QLTC10;9.283;62;8.065;37;616;116;95;66;226;309;WIM
G2;107;1275;ŠMARJE PRI JELŠAH - MESTINJE;11.300;14.255;188;Mestinje;QLTC10;8.573;55;7.387;45;576;140;85;68;217;310;DIST
G2;107;1238;MESTINJE - PODPLAT;0;2.060;756;Podplat 3;QLTC10;8.922;72;7.599;37;622;168;105;84;235;346;DIST
G2;107;1276;PODPLAT - TEKAČEVO;0;2.450;136;Podplat 2;QLTC8;8.945;57;7.746;42;600;135;104;55;206;298;DIST
G2;107;1276;TEKAČEVO  -  KOTEC;2.450;10.600;687;Cerovec;QLTC10;4.021;33;3.402;9;249;68;53;45;162;198;DIST
G2;107;1276;KOTEC - ROGATEC;10.600;12.530;696;Brezovec;QLTC10;5.718;46;5.021;34;300;65;40;41;171;210;DIST
G2;107;1277;ROGATEC;0;2.000;;;P;2.900;20;2.365;55;185;45;30;40;160;196;PLDP
G2;107;1277;ROGATEC - MP DOBOVEC;2.000;7.777;337;MP Dobovec;QLD*;1.488;11;1.152;13;76;17;19;44;156;160;PLDP
G2;108;1180;ČRNUČE - ŠENTJAKOB;0;3.580;120;Šentjakob;QLTC10;9.297;70;7.744;28;1.032;175;94;43;111;233;DIST
G2;108;1181;ŠENTJAKOB - DOLSKO;0;7.000;114;Dol;QLTC8;12.845;92;11.444;50;898;118;92;38;113;228;DIST
G2;108;1181;DOLSKO - RIBČE;7.000;14.870;121;Senožeti;QLTC10;8.441;72;7.442;27;594;96;67;36;107;189;WIM
G2;108;1182;RIBČE - LITIJA;0;13.422;678;Zgornji Log;QLTC10;8.007;76;6.990;27;612;87;75;34;106;188;DIST
G2;108;1183;LITIJA - ZAGORJE;0;14.981;620;Renke;QLTC10;4.654;68;3.960;23;360;84;51;23;85;148;DIST
G2;108;1184;ZAGORJE - TRBOVLJE;0;4.316;122;Trbovlje 4;QLTC8;7.513;76;6.739;18;426;73;62;21;98;155;DIST
G2;108;1185;TRBOVLJE - HRASTNIK;0;5.162;123;Hrastnik;QLTC10;7.092;78;6.261;50;421;83;81;20;98;187;DIST
G2;108;1186;HRASTNIK - ZIDANI MOST;0;8.291;124;Suhadol;QLD*;1.150;10;1.056;0;82;1;1;0;0;1;PLDP
G2;109;1453;DOLGA VAS - MP DOLGA VAS;0;584;141;MT Dolga vas;QLTC8;4.209;29;1.835;18;276;47;23;319;1.662;1419;PLDP
G2;109;0357;LENDAVA - PETIŠOVCI;0;3.500;89;Lendava 2;R 03x1;3.400;40;2.654;35;200;45;25;61;340;323;PLDP
G2;109;0357;PETIŠOVCI - MP PETIŠOVCI;3.500;4.498;143;MP Petišovci;QLTC10;3.229;27;2.579;21;167;29;14;61;331;297;WIM
G2;111;0373;IZOLA - JAGODJE;0;3.074;13;Izolska obvoznica;QLTC8;19.779;263;17.862;90;1.337;110;72;9;36;143;PLDP
G2;111;1509;JAGODJE-VALETA;0;4.208;901;Belveder;QLTC8;22.788;376;20.498;172;1.517;106;73;8;38;190;PLDP
G2;111;0239;VALETA - LUCIJA;0;1.770;;;P;12.500;180;11.265;70;800;80;70;5;30;116;PLDP
G2;111;0239;LUCIJA -  SEČOVLJE;1.770;7.000;10;Seča;QLD*;10.294;126;9.449;40;518;68;62;5;26;90;PLDP
G2;111;0239;SEČOVLJE - MP SEČOVLJE;7.000;7.280;500;MP Sečovlje;QLTC8;5.481;5;5.435;3;38;0;0;0;0;2;PLDP
G2;112;1254;MP HOLMEC - POLJANA;0;3.881;662;MT Holmec;QLD*;2.231;29;1.996;3;120;6;14;20;43;54;PLDP
G2;112;1255;POLJANA - PREVALJE;0;2.000;432;Prevalje;QLTC10;8.449;67;7.540;52;522;81;69;27;91;176;DIST
G2;112;1255;PREVALJE - RAVNE;2.000;8.047;752;Dobja vas;QLTC8;15.203;97;13.650;86;949;125;145;36;115;271;DIST
G2;112;1256;RAVNE - DRAVOGRAD;0;7.008;160;Ravne;QLTC10;6.894;53;5.883;60;507;115;95;41;140;250;WIM
R1;201;0201;MP KORENSKO SEDLO - PODKOREN;0;3.755;659;MT Korensko sedlo;QLD5;1.881;173;1.504;8;173;11;10;0;2;12;PLDP
R1;201;0202;PODKOREN - KR.GORA;0;2.550;;;P;5.500;185;4.744;55;400;45;50;5;16;71;PLDP
R1;201;0203;KR.GORA - GOZD MARTULJEK;0;3.900;777;Kranjska Gora;QLD*;7.241;186;6.243;89;588;47;58;6;24;95;PLDP
R1;201;0203;GOZD MARTULJEK - MOJSTRANA-DOVJE;3.900;12.100;631;Gozd Martuljek;QLD;6.659;168;5.723;78;505;66;87;7;25;110;PLDP
R1;201;0204;DOVJE - MOJSTRANA-KRAJE;0;2.420;776;Dovje;QLD*;6.510;149;5.634;80;512;37;50;16;32;96;PLDP
R1;201;0205;KRAJE - HRUŠICA;0;4.030;902;Hrušica;QLTC8;8.199;163;7.208;88;569;55;60;15;41;113;WIM
R1;202;0234;MP RATEČE - RATEČE;0;1.380;658;MT Rateče;QLD5;2.153;109;1.888;16;101;19;14;2;4;21;PLDP
R1;202;0233;RATEČE - PODKOREN;0;2.926;778;Rateče;R 10x4;2.900;110;2.572;50;110;30;20;3;5;42;PLDP
R1;203;1002;MP PREDEL - KLUŽE;0;12.500;657;MT Predel;QLD5;922;137;665;9;75;14;17;3;2;18;PLDP
R1;203;1002;KLUŽE - BOVEC;12.500;14.904;536;Kluže;R 07x1;1.200;145;905;10;100;15;20;3;2;20;PLDP
R1;203;1003;BOVEC(PO OBVOZNICI) - ŽAGA;0;9.904;535;Bovec;QLD6;1.948;152;1.505;12;227;17;24;4;7;27;PLDP
R1;203;1004;ŽAGA - KOBARID;0;13.395;96;Srpenica;QLD5;2.340;130;1.773;37;244;55;72;11;18;81;WIM
R1;204;1012;ŠEMPETER - VOLČJA DRAGA;0;2.800;262;Volčja Draga;QLD*;9.419;119;8.711;25;477;47;34;3;3;41;PLDP
